match_report_url,hometeam_name,awayteam_name,hometeam_manager,awayteam_manager,hometeam_form,awayteam_form,game_venue_date,game_venue_epoch,game_venue_time,stadium_name,game_officials,game_attendance,referee,ar1,ar2,fourth_official,hometeam_fouls,awayteam_fouls,hometeam_crosses,awayteam_crosses,hometeam_interceptions,awayteam_interceptions,hometeam_offsides,awayteam_offsides,hometeam_possesion,awayteam_possesion,hometeam_shots_on_target_percentage,awayteam_shots_on_target_percentage,hometean_shots_not_percentages,awayteam_shots_not_percentages,hometeam_saves_percentage,awayteam_saves_not_percentages,hometean_saves_not_percentages,awayteam_saves_percentage,fbref_rest_events_list,fbref_yellow_cards_list,fbref_red_cards_list,fbref_goal_list,fbref_substitutions_list,fbref_missed_penalty_list,hometeam_starting_eleven,hometeam_bench,hometeam_formation,awayteam_starting_eleven,awayteam_bench,awayteam_formation
https://fbref.com/en/matches/4191cd8e/Motherwell-St-Mirren-March-30-2024-Scottish-Premiership,Motherwell,St Mirren,Stuart Kettlewell,Steve Robinson,7-12-12,12-7-12,2024-03-30,1711810800,15:00,"Fir Park, Motherwell",Matthew MacDermid (Referee)·Sean Carr (AR1)·Alaistair Taylor (AR2)·Peter Stuart (4th)·Grant Irvine (VAR),"5,492",Matthew MacDermid,Sean Carr,Alaistair Taylor,Peter Stuart,9,8,22,12,5,4,2,0,58%,42%,25%,24%,4/16,4/17,75%,3/4,3/4,75%,[],"[{'minute': '39', 'score': '0:1', 'type': 'yellow_card', 'player': 'Toyosi Olusanya', 'additional_info': ''}, {'minute': '54', 'score': '0:1', 'type': 'yellow_card', 'player': 'Jack Vale', 'additional_info': ''}]",[],"[{'minute': '18', 'score': '0:1', 'type': 'goal', 'player': 'Marcus Fraser', 'additional_info': {'Assist': 'Greg Kiltie'}}, {'minute': '74', 'score': '1:1', 'type': 'goal', 'player': 'Theo Bair', 'additional_info': {'Assist': ""Stephen O'Donnell""}}]","[{'minute': '29', 'score': '0:1', 'type': 'substitution', 'player_in': 'Richard Taylor', 'player_out': 'James Bolton'}, {'minute': '46', 'score': '0:1', 'type': 'substitution', 'player_in': 'Elvis Bwomono', 'player_out': 'Ryan Strain'}, {'minute': '61', 'score': '0:1', 'type': 'substitution', 'player_in': 'Keanu Baccus', 'player_out': 'Caolan Boyd-Munce'}, {'minute': '61', 'score': '0:1', 'type': 'substitution', 'player_in': 'Conor McMenamin', 'player_out': 'Toyosi Olusanya'}, {'minute': '64', 'score': '0:1', 'type': 'substitution', 'player_in': 'Lennon Miller', 'player_out': 'Andy Halliday'}, {'minute': '64', 'score': '0:1', 'type': 'substitution', 'player_in': 'Bevis Mugabi', 'player_out': 'Adam Devine'}, {'minute': '78', 'score': '1:1', 'type': 'substitution', 'player_in': 'Jonah Ayunga', 'player_out': 'Mikael Mandron'}, {'minute': '84', 'score': '1:1', 'type': 'substitution', 'player_in': 'Sam Nicholson', 'player_out': 'Jack Vale'}, {'minute': '87', 'score': '1:1', 'type': 'substitution', 'player_in': 'Shane Blaney', 'player_out': ""Stephen O'Donnell""}]",[],"[{'name_of_player': 'Liam Kelly', 'shirt_number': '1'}, {'name_of_player': ""Stephen O'Donnell"", 'shirt_number': '2'}, {'name_of_player': 'Georgie Gent', 'shirt_number': '3'}, {'name_of_player': 'Blair Spittal', 'shirt_number': '7'}, {'name_of_player': 'Andy Halliday', 'shirt_number': '11'}, {'name_of_player': 'Theo Bair', 'shirt_number': '14'}, {'name_of_player': 'Dan Casey', 'shirt_number': '15'}, {'name_of_player': 'Paul McGinn', 'shirt_number': '16'}, {'name_of_player': 'Davor Zdravkovski', 'shirt_number': '17'}, {'name_of_player': 'Adam Devine', 'shirt_number': '21'}, {'name_of_player': 'Jack Vale', 'shirt_number': '28'}]","[{'name_of_player': 'Aston Oxborough', 'shirt_number': '13'}, {'name_of_player': 'Bevis Mugabi', 'shirt_number': '5'}, {'name_of_player': 'Oli Shaw', 'shirt_number': '18'}, {'name_of_player': 'Sam Nicholson', 'shirt_number': '19'}, {'name_of_player': 'Shane Blaney', 'shirt_number': '20'}, {'name_of_player': 'Moses Ebiye', 'shirt_number': '24'}, {'name_of_player': 'Lennon Miller', 'shirt_number': '38'}, {'name_of_player': 'Luca Ross', 'shirt_number': '39'}, {'name_of_player': 'Calum Butcher', 'shirt_number': '66'}]",Motherwell (3-4-1-2),"[{'name_of_player': 'Zachary Hemming', 'shirt_number': '1'}, {'name_of_player': 'James Bolton', 'shirt_number': '2'}, {'name_of_player': 'Scott Tanser', 'shirt_number': '3'}, {'name_of_player': ""Mark O'Hara"", 'shirt_number': '6'}, {'name_of_player': 'Mikael Mandron', 'shirt_number': '9'}, {'name_of_player': 'Greg Kiltie', 'shirt_number': '11'}, {'name_of_player': 'Alex Gogić', 'shirt_number': '13'}, {'name_of_player': 'Caolan Boyd-Munce', 'shirt_number': '15'}, {'name_of_player': 'Toyosi Olusanya', 'shirt_number': '20'}, {'name_of_player': 'Marcus Fraser', 'shirt_number': '22'}, {'name_of_player': 'Ryan Strain', 'shirt_number': '23'}]","[{'name_of_player': 'Peter Urminský', 'shirt_number': '27'}, {'name_of_player': 'Richard Taylor', 'shirt_number': '5'}, {'name_of_player': 'Jonah Ayunga', 'shirt_number': '7'}, {'name_of_player': 'Conor McMenamin', 'shirt_number': '10'}, {'name_of_player': 'James Scott', 'shirt_number': '14'}, {'name_of_player': 'Kwon Hyeokkyu', 'shirt_number': '16'}, {'name_of_player': 'Keanu Baccus', 'shirt_number': '17'}, {'name_of_player': 'Charles Dunne', 'shirt_number': '18'}, {'name_of_player': 'Elvis Bwomono', 'shirt_number': '42'}]",St Mirren (3-4-3)
https://fbref.com/en/matches/d5f7829c/Celtic-Heart-of-Midlothian-December-16-2023-Scottish-Premiership,Celtic,Hearts,Brendan Rodgers,Steven Naismith,13-3-2,8-2-7,2023-12-16,1702738800,15:00,"Celtic Park, Glasgow",Kevin Clancy (Referee)·David Roome (AR1)·Jonathan Bell (AR2)·Duncan Williams (4th)·Gavin Duncan (VAR),"58,816",Kevin Clancy,David Roome,Jonathan Bell,Duncan Williams,12,3,46,9,6,12,5,1,77%,23%,23%,40%,5/22,2/5,0%,5/5,0/2,100%,[],"[{'minute': '52', 'score': '0:2', 'type': 'yellow_card', 'player': 'Daizen Maeda', 'additional_info': ''}]",[],"[{'minute': '15', 'score': '0:1', 'type': 'goal', 'player': 'Lawrence Shankland', 'additional_info': {'Assist': 'Jorge Grant'}}, {'minute': '30', 'score': '0:2', 'type': 'goal', 'player': 'Stephen Kingsley', 'additional_info': ''}]","[{'minute': '46', 'score': '0:2', 'type': 'substitution', 'player_in': 'Anthony Ralston', 'player_out': 'Alistair Johnston'}, {'minute': '46', 'score': '0:2', 'type': 'substitution', 'player_in': 'Oh Hyeon-gyu', 'player_out': 'David Turnbull'}, {'minute': '46', 'score': '0:2', 'type': 'substitution', 'player_in': 'Daizen Maeda', 'player_out': 'Michael Johnston'}, {'minute': '46', 'score': '0:2', 'type': 'substitution', 'player_in': 'Toby Sibbick', 'player_out': 'Stephen Kingsley'}, {'minute': '62', 'score': '0:2', 'type': 'substitution', 'player_in': 'Alexandro Bernabei', 'player_out': 'Luis Enrique Palma'}, {'minute': '65', 'score': '0:2', 'type': 'substitution', 'player_in': 'Kenneth Vargas', 'player_out': 'Aidan Denholm'}, {'minute': '66', 'score': '0:2', 'type': 'substitution', 'player_in': 'Barrie McKay', 'player_out': 'Alan Forrest'}, {'minute': '71', 'score': '0:2', 'type': 'substitution', 'player_in': 'James Forrest', 'player_out': 'Greg Taylor'}, {'minute': '85', 'score': '0:2', 'type': 'substitution', 'player_in': 'Macauley Tait', 'player_out': 'Jorge Grant'}, {'minute': '90+1', 'score': '0:2', 'type': 'substitution', 'player_in': 'Craig Halkett', 'player_out': 'Nathaniel Atkinson'}]",[],"[{'name_of_player': 'Joe Hart', 'shirt_number': '1'}, {'name_of_player': 'Alistair Johnston', 'shirt_number': '2'}, {'name_of_player': 'Greg Taylor', 'shirt_number': '3'}, {'name_of_player': 'Liam Scales', 'shirt_number': '5'}, {'name_of_player': 'Luis Enrique Palma', 'shirt_number': '7'}, {'name_of_player': 'Kyogo Furuhashi', 'shirt_number': '8'}, {'name_of_player': 'David Turnbull', 'shirt_number': '14'}, {'name_of_player': 'Cameron Carter-Vickers', 'shirt_number': '20'}, {'name_of_player': ""Matt O'Riley"", 'shirt_number': '33'}, {'name_of_player': 'Callum McGregor', 'shirt_number': '42'}, {'name_of_player': 'Michael Johnston', 'shirt_number': '90'}]","[{'name_of_player': 'Scott Bain', 'shirt_number': '29'}, {'name_of_player': 'Oh Hyeon-gyu', 'shirt_number': '19'}, {'name_of_player': 'Kwon Hyeokkyu', 'shirt_number': '22'}, {'name_of_player': 'Alexandro Bernabei', 'shirt_number': '25'}, {'name_of_player': 'Paulo Bernardo', 'shirt_number': '28'}, {'name_of_player': 'Daizen Maeda', 'shirt_number': '38'}, {'name_of_player': 'James Forrest', 'shirt_number': '49'}, {'name_of_player': 'Anthony Ralston', 'shirt_number': '56'}, {'name_of_player': 'Stephen Welsh', 'shirt_number': '57'}]",Celtic (4-3-3),"[{'name_of_player': 'Zander Clark', 'shirt_number': '28'}, {'name_of_player': 'Frankie Kent', 'shirt_number': '2'}, {'name_of_player': 'Stephen Kingsley', 'shirt_number': '3'}, {'name_of_player': 'Beni Baningime', 'shirt_number': '6'}, {'name_of_player': 'Jorge Grant', 'shirt_number': '7'}, {'name_of_player': 'Lawrence Shankland', 'shirt_number': '9'}, {'name_of_player': 'Nathaniel Atkinson', 'shirt_number': '13'}, {'name_of_player': 'Kye Rowles', 'shirt_number': '15'}, {'name_of_player': 'Alan Forrest', 'shirt_number': '17'}, {'name_of_player': 'Alex Cochrane', 'shirt_number': '19'}, {'name_of_player': 'Aidan Denholm', 'shirt_number': '22'}]","[{'name_of_player': 'Craig Gordon', 'shirt_number': '1'}, {'name_of_player': 'Craig Halkett', 'shirt_number': '4'}, {'name_of_player': 'Peter Haring', 'shirt_number': '5'}, {'name_of_player': 'Yutaro Oda', 'shirt_number': '11'}, {'name_of_player': 'Barrie McKay', 'shirt_number': '18'}, {'name_of_player': 'Toby Sibbick', 'shirt_number': '21'}, {'name_of_player': 'Macauley Tait', 'shirt_number': '25'}, {'name_of_player': 'Kyosuke Tagawa', 'shirt_number': '30'}, {'name_of_player': 'Kenneth Vargas', 'shirt_number': '77'}]",Hearts (3-5-2)
https://fbref.com/en/matches/383bf2f0/Dundee-Heart-of-Midlothian-August-27-2023-Scottish-Premiership,Dundee,Hearts,Tony Docherty,Frankie McAvoy,1-1-1,1-1-1,2023-08-27,1693144800,15:00,"Kilmac Stadium at Dens Park, Dundee",Alan Muir (Referee)·John McCrossan (AR1)·Stuart Stevenson (AR2)·Scott Lambie (4th)·Don Robertson (VAR),"8,104",Alan Muir,John McCrossan,Stuart Stevenson,Scott Lambie,16,10,16,22,8,6,2,0,35%,65%,33%,50%,4/12,5/10,80%,3/4,4/5,75%,[],"[{'minute': '39', 'score': '0:0', 'type': 'yellow_card', 'player': 'Yutaro Oda', 'additional_info': ''}, {'minute': '39', 'score': '0:0', 'type': 'yellow_card', 'player': 'Owen Beck', 'additional_info': ''}]",[],"[{'minute': '63', 'score': '1:0', 'type': 'goal', 'player': 'Luke McCowan', 'additional_info': {'Assist': 'Amadou Bakayoko'}}]","[{'minute': '46', 'score': '0:0', 'type': 'substitution', 'player_in': 'Nathaniel Atkinson', 'player_out': 'Odeluga Offiah'}, {'minute': '46', 'score': '0:0', 'type': 'substitution', 'player_in': 'Liam Boyce', 'player_out': 'Yutaro Oda'}, {'minute': '46', 'score': '0:0', 'type': 'substitution', 'player_in': 'Cameron Devlin', 'player_out': 'Toby Sibbick'}, {'minute': '66', 'score': '1:0', 'type': 'substitution', 'player_in': 'Lyall Cameron', 'player_out': 'Scott Tiffoney'}, {'minute': '69', 'score': '1:0', 'type': 'substitution', 'player_in': 'Jorge Grant', 'player_out': 'Aidan Denholm'}, {'minute': '69', 'score': '1:0', 'type': 'substitution', 'player_in': 'Kyosuke Tagawa', 'player_out': 'Kenneth Vargas'}, {'minute': '76', 'score': '1:0', 'type': 'substitution', 'player_in': 'Mohamad Sylla', 'player_out': 'Finlay Robertson'}]",[],"[{'name_of_player': 'Trevor Carson', 'shirt_number': '31'}, {'name_of_player': 'Cammy Kerr', 'shirt_number': '2'}, {'name_of_player': 'Owen Beck', 'shirt_number': '3'}, {'name_of_player': 'Joe Shaughnessy', 'shirt_number': '5'}, {'name_of_player': 'Jordan McGhee', 'shirt_number': '6'}, {'name_of_player': 'Scott Tiffoney', 'shirt_number': '7'}, {'name_of_player': 'Amadou Bakayoko', 'shirt_number': '9'}, {'name_of_player': 'Zach Robinson', 'shirt_number': '16'}, {'name_of_player': 'Luke McCowan', 'shirt_number': '17'}, {'name_of_player': 'Finlay Robertson', 'shirt_number': '19'}, {'name_of_player': 'Malachi Boateng', 'shirt_number': '23'}]","[{'name_of_player': 'Adam Legzdins', 'shirt_number': '1'}, {'name_of_player': 'Lyall Cameron', 'shirt_number': '10'}, {'name_of_player': 'Ricki Lamie', 'shirt_number': '12'}, {'name_of_player': 'Lee Ashcroft', 'shirt_number': '14'}, {'name_of_player': 'Josh Mulligan', 'shirt_number': '15'}, {'name_of_player': 'Charlie Reilly', 'shirt_number': '18'}, {'name_of_player': 'Zak Rudden', 'shirt_number': '20'}, {'name_of_player': 'Max Anderson', 'shirt_number': '24'}, {'name_of_player': 'Mohamad Sylla', 'shirt_number': '28'}]",Dundee (4-4-2),"[{'name_of_player': 'Zander Clark', 'shirt_number': '28'}, {'name_of_player': 'Frankie Kent', 'shirt_number': '2'}, {'name_of_player': 'Stephen Kingsley', 'shirt_number': '3'}, {'name_of_player': 'Lawrence Shankland', 'shirt_number': '9'}, {'name_of_player': 'Yutaro Oda', 'shirt_number': '11'}, {'name_of_player': 'Kye Rowles', 'shirt_number': '15'}, {'name_of_player': 'Toby Sibbick', 'shirt_number': '21'}, {'name_of_player': 'Aidan Denholm', 'shirt_number': '22'}, {'name_of_player': 'Odeluga Offiah', 'shirt_number': '29'}, {'name_of_player': 'Alexander lowry', 'shirt_number': '51'}, {'name_of_player': 'Kenneth Vargas', 'shirt_number': '77'}]","[{'name_of_player': 'Michael McGovern', 'shirt_number': '12'}, {'name_of_player': 'Jorge Grant', 'shirt_number': '7'}, {'name_of_player': 'Liam Boyce', 'shirt_number': '10'}, {'name_of_player': 'Nathaniel Atkinson', 'shirt_number': '13'}, {'name_of_player': 'Cameron Devlin', 'shirt_number': '14'}, {'name_of_player': 'Andy Halliday', 'shirt_number': '16'}, {'name_of_player': 'Alan Forrest', 'shirt_number': '17'}, {'name_of_player': 'Macauley Tait', 'shirt_number': '25'}, {'name_of_player': 'Kyosuke Tagawa', 'shirt_number': '30'}]",Hearts (4-3-3)
https://fbref.com/en/matches/40921494/Motherwell-Hibernian-August-13-2023-Scottish-Premiership,Motherwell,Hibernian,Stuart Kettlewell,Lee Johnson,1-1-0,0-0-2,2023-08-13,1691935200,15:00,"Fir Park, Motherwell",Matthew MacDermid (Referee)·Daniel McFarlane (AR1)·Paul McAvinue (AR2)·Stewart Luke (4th)·Chris Graham (VAR),"6,262",Matthew MacDermid,Daniel McFarlane,Paul McAvinue,Stewart Luke,14,16,16,13,5,9,2,1,49%,51%,30%,25%,3/10,1/4,0%,1/3,0/1,33%,[],"[{'minute': '37', 'score': '0:0', 'type': 'yellow_card', 'player': 'Lewis Miller', 'additional_info': ''}, {'minute': '60', 'score': '0:0', 'type': 'yellow_card', 'player': 'James Jeggo', 'additional_info': ''}, {'minute': '68', 'score': '1:0', 'type': 'yellow_card', 'player': 'Joe Newell', 'additional_info': ''}, {'minute': '88', 'score': '2:0', 'type': 'yellow_card', 'player': 'Martin Boyle', 'additional_info': ''}, {'minute': '90+6', 'score': '2:1', 'type': 'yellow_card', 'player': 'Blair Spittal', 'additional_info': ''}]",[],"[{'minute': '66', 'score': '1:0', 'type': 'goal', 'player': 'Conor Wilkinson', 'additional_info': {'Assist': 'Mika Biereth'}}, {'minute': '85', 'score': '2:0', 'type': 'goal', 'player': 'Mika Biereth', 'additional_info': ''}, {'minute': '90+4', 'score': '2:1', 'type': 'goal', 'player': 'Adam le Fondre', 'additional_info': 'Penalty Kick'}]","[{'minute': '46', 'score': '0:0', 'type': 'substitution', 'player_in': 'Martin Boyle', 'player_out': 'Dylan Levitt'}, {'minute': '46', 'score': '0:0', 'type': 'substitution', 'player_in': 'Adam le Fondre', 'player_out': 'Dylan Vente'}, {'minute': '55', 'score': '0:0', 'type': 'substitution', 'player_in': 'Mika Biereth', 'player_out': 'Theo Bair'}, {'minute': '71', 'score': '1:0', 'type': 'substitution', 'player_in': 'Ewan Henderson', 'player_out': 'James Jeggo'}, {'minute': '80', 'score': '1:0', 'type': 'substitution', 'player_in': 'Jonathan Obika', 'player_out': 'Conor Wilkinson'}, {'minute': '86', 'score': '2:0', 'type': 'substitution', 'player_in': 'Elias Hoff Melkersen', 'player_out': 'Lewis Stevenson'}, {'minute': '87', 'score': '2:0', 'type': 'substitution', 'player_in': 'Davor Zdravkovski', 'player_out': 'Callum Slattery'}, {'minute': '87', 'score': '2:0', 'type': 'substitution', 'player_in': 'Kanayochukwu Megwa', 'player_out': 'Lewis Miller'}]",[],"[{'name_of_player': 'Liam Kelly', 'shirt_number': '1'}, {'name_of_player': ""Stephen O'Donnell"", 'shirt_number': '2'}, {'name_of_player': 'Bevis Mugabi', 'shirt_number': '5'}, {'name_of_player': 'Blair Spittal', 'shirt_number': '7'}, {'name_of_player': 'Callum Slattery', 'shirt_number': '8'}, {'name_of_player': 'Theo Bair', 'shirt_number': '14'}, {'name_of_player': 'Dan Casey', 'shirt_number': '15'}, {'name_of_player': 'Paul McGinn', 'shirt_number': '16'}, {'name_of_player': 'Lennon Miller', 'shirt_number': '38'}, {'name_of_player': 'Pape Souaré', 'shirt_number': '77'}, {'name_of_player': 'Conor Wilkinson', 'shirt_number': '99'}]","[{'name_of_player': 'Aston Oxborough', 'shirt_number': '13'}, {'name_of_player': 'Ricki Lamie', 'shirt_number': '4'}, {'name_of_player': 'Jonathan Obika', 'shirt_number': '9'}, {'name_of_player': 'Joe Efford', 'shirt_number': '11'}, {'name_of_player': 'Davor Zdravkovski', 'shirt_number': '17'}, {'name_of_player': 'Nathan McGinley', 'shirt_number': '19'}, {'name_of_player': 'Shane Blaney', 'shirt_number': '20'}, {'name_of_player': 'Mika Biereth', 'shirt_number': '24'}, {'name_of_player': 'Mark Ferrie', 'shirt_number': '30'}]",Motherwell (3-5-2),"[{'name_of_player': 'David Marshall', 'shirt_number': '1'}, {'name_of_player': 'Lewis Miller', 'shirt_number': '2'}, {'name_of_player': 'Paul Hanlon', 'shirt_number': '4'}, {'name_of_player': 'Will Fish', 'shirt_number': '5'}, {'name_of_player': 'Dylan Levitt', 'shirt_number': '6'}, {'name_of_player': 'Dylan Vente', 'shirt_number': '9'}, {'name_of_player': 'Joe Newell', 'shirt_number': '11'}, {'name_of_player': 'James Jeggo', 'shirt_number': '14'}, {'name_of_player': 'Lewis Stevenson', 'shirt_number': '16'}, {'name_of_player': 'Jordan Obita', 'shirt_number': '21'}, {'name_of_player': 'Christian Doidge', 'shirt_number': '23'}]","[{'name_of_player': 'Maksymilian Boruc', 'shirt_number': '25'}, {'name_of_player': 'Martin Boyle', 'shirt_number': '10'}, {'name_of_player': 'Ewan Henderson', 'shirt_number': '18'}, {'name_of_player': 'Adam le Fondre', 'shirt_number': '19'}, {'name_of_player': 'Elias Hoff Melkersen', 'shirt_number': '20'}, {'name_of_player': 'Riley Harbottle', 'shirt_number': '26'}, {'name_of_player': 'Allan Delferriere', 'shirt_number': '28'}, {'name_of_player': 'Reuben McAllister', 'shirt_number': '40'}, {'name_of_player': 'Kanayochukwu Megwa', 'shirt_number': '42'}]",Hibernian (3-5-2)
https://fbref.com/en/matches/f8d87104/Dundee-Celtic-April-28-2024-Scottish-Premiership,Dundee,Celtic,Tony Docherty,Brendan Rodgers,10-11-13,25-6-3,2024-04-28,1714312800,15:00,"Kilmac Stadium at Dens Park, Dundee",John Beaton (Referee)·David Roome (AR1)·Dougie Potter (AR2)·Peter Stuart (4th)·Andrew Dallas (VAR),"9,120",John Beaton,David Roome,Dougie Potter,Peter Stuart,10,7,19,17,12,2,3,0,32%,68%,55%,46%,6/11,6/13,66%,5/6,4/6,83%,[],"[{'minute': '90+6', 'score': '1:2', 'type': 'yellow_card', 'player': 'Joe Hart', 'additional_info': ''}]",[],"[{'minute': '30', 'score': '0:1', 'type': 'goal', 'player': 'James Forrest', 'additional_info': {'Assist': 'Kyogo Furuhashi'}}, {'minute': '67', 'score': '0:2', 'type': 'goal', 'player': 'James Forrest', 'additional_info': ''}, {'minute': '74', 'score': '1:2', 'type': 'goal', 'player': 'Juan Antonio Portales', 'additional_info': {'Assist': 'Mohamad Sylla'}}]","[{'minute': '62', 'score': '0:1', 'type': 'substitution', 'player_in': 'Adam Idah', 'player_out': 'Kyogo Furuhashi'}, {'minute': '62', 'score': '0:1', 'type': 'substitution', 'player_in': 'Tomoki Iwata', 'player_out': 'Callum McGregor'}, {'minute': '68', 'score': '0:2', 'type': 'substitution', 'player_in': 'Finlay Robertson', 'player_out': 'Malachi Boateng'}, {'minute': '68', 'score': '0:2', 'type': 'substitution', 'player_in': 'Dara Costelloe', 'player_out': 'Scott Tiffoney'}, {'minute': '72', 'score': '0:2', 'type': 'substitution', 'player_in': 'Luis Enrique Palma', 'player_out': 'James Forrest'}, {'minute': '75', 'score': '1:2', 'type': 'substitution', 'player_in': 'Aaron Donnelly', 'player_out': 'Josh Mulligan'}, {'minute': '86', 'score': '1:2', 'type': 'substitution', 'player_in': 'Michael Mellon', 'player_out': 'Owen Dodgson'}]",[],"[{'name_of_player': 'Jon McCracken', 'shirt_number': '22'}, {'name_of_player': 'Owen Dodgson', 'shirt_number': '3'}, {'name_of_player': 'Jordan McGhee', 'shirt_number': '6'}, {'name_of_player': 'Scott Tiffoney', 'shirt_number': '7'}, {'name_of_player': 'Amadou Bakayoko', 'shirt_number': '9'}, {'name_of_player': 'Ricki Lamie', 'shirt_number': '12'}, {'name_of_player': 'Josh Mulligan', 'shirt_number': '15'}, {'name_of_player': 'Luke McCowan', 'shirt_number': '17'}, {'name_of_player': 'Malachi Boateng', 'shirt_number': '23'}, {'name_of_player': 'Mohamad Sylla', 'shirt_number': '28'}, {'name_of_player': 'Juan Antonio Portales', 'shirt_number': '29'}]","[{'name_of_player': 'Harrison Sharp', 'shirt_number': '30'}, {'name_of_player': 'Ryan Astley', 'shirt_number': '4'}, {'name_of_player': 'Curtis Main', 'shirt_number': '8'}, {'name_of_player': 'Zach Robinson', 'shirt_number': '16'}, {'name_of_player': 'Finlay Robertson', 'shirt_number': '19'}, {'name_of_player': 'Ryan Howley', 'shirt_number': '21'}, {'name_of_player': 'Aaron Donnelly', 'shirt_number': '25'}, {'name_of_player': 'Michael Mellon', 'shirt_number': '26'}, {'name_of_player': 'Dara Costelloe', 'shirt_number': '44'}]",Dundee (4-5-1),"[{'name_of_player': 'Joe Hart', 'shirt_number': '1'}, {'name_of_player': 'Alistair Johnston', 'shirt_number': '2'}, {'name_of_player': 'Greg Taylor', 'shirt_number': '3'}, {'name_of_player': 'Liam Scales', 'shirt_number': '5'}, {'name_of_player': 'Kyogo Furuhashi', 'shirt_number': '8'}, {'name_of_player': 'Nicolas-Gerrit Kühn', 'shirt_number': '10'}, {'name_of_player': 'Cameron Carter-Vickers', 'shirt_number': '20'}, {'name_of_player': ""Matt O'Riley"", 'shirt_number': '33'}, {'name_of_player': 'Reo Hatate', 'shirt_number': '41'}, {'name_of_player': 'Callum McGregor', 'shirt_number': '42'}, {'name_of_player': 'James Forrest', 'shirt_number': '49'}]","[{'name_of_player': 'Scott Bain', 'shirt_number': '29'}, {'name_of_player': 'Luis Enrique Palma', 'shirt_number': '7'}, {'name_of_player': 'Adam Idah', 'shirt_number': '9'}, {'name_of_player': 'Yang Hyunjun', 'shirt_number': '13'}, {'name_of_player': 'Maik Nawrocki', 'shirt_number': '17'}, {'name_of_player': 'Tomoki Iwata', 'shirt_number': '24'}, {'name_of_player': 'Paulo Bernardo', 'shirt_number': '28'}, {'name_of_player': 'Daniel Kelly', 'shirt_number': '48'}, {'name_of_player': 'Anthony Ralston', 'shirt_number': '56'}]",Celtic (4-3-3)
