fbref_date,fbref_time,fbref_comp,fbref_round,fbref_day,fbref_hometeam,fbref_awayteam,fbref_score_fixtures_hometeam_result,fbref_score_fixtures_hometeam_gf,fbref_score_fixtures_hometeam_ga,fbref_score_fixtures_hometeam_poss,fbref_score_fixtures_hometeam_attendance,fbref_score_fixtures_hometeam_captain,fbref_referee,fbref_score_fixtures_awayteam_result,fbref_score_fixtures_awayteam_gf,fbref_score_fixtures_awayteam_ga,fbref_score_fixtures_awayteam_poss,fbref_score_fixtures_awayteam_attendance,fbref_score_fixtures_awayteam_captain,fbref_score_fixtures_awayteam_formation,fbref_score_fixtures_hometeam_formation,fbref_shooting_hometeam_result,fbref_shooting_hometeam_gf,fbref_shooting_hometeam_ga,fbref_shooting_hometeam_gls,fbref_shooting_hometeam_sh,fbref_shooting_hometeam_sot,fbref_shooting_hometeam_sot_percentage,fbref_shooting_hometeam_gsh,fbref_shooting_hometeam_gsot,fbref_shooting_hometeam_pk,fbref_shooting_hometeam_pkatt,fbref_shooting_awayteam_result,fbref_shooting_awayteam_gf,fbref_shooting_awayteam_ga,fbref_shooting_awayteam_gls,fbref_shooting_awayteam_sh,fbref_shooting_awayteam_sot,fbref_shooting_awayteam_sot_percentage,fbref_shooting_awayteam_gsh,fbref_shooting_awayteam_gsot,fbref_shooting_awayteam_pk,fbref_shooting_awayteam_pkatt,fbref_goalkeeping_hometeam_result,fbref_goalkeeping_hometeam_gf,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_saves,fbref_goalkeeping_hometeam_save_percentage,fbref_goalkeeping_hometeam_pkatt,fbref_goalkeeping_hometeam_pka,fbref_goalkeeping_hometeam_pksv,fbref_goalkeeping_hometeam_pkm,fbref_goalkeeping_awayteam_result,fbref_goalkeeping_awayteam_gf,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_sota,fbref_goalkeeping_awayteam_saves,fbref_goalkeeping_awayteam_save_percentage,fbref_goalkeeping_awayteam_pkatt,fbref_goalkeeping_awayteam_pka,fbref_goalkeeping_awayteam_pksv,fbref_goalkeeping_awayteam_pkm,fbref_full_season_format,fbref_shortened_season
2022-01-29,15:00,Premiership,Regular season,Sat,Celtic,Dundee United,W,1,0,75.0,58188.0,Nir Bitton,Euan Anderson,L,0,1,25.0,58188.0,Calum Butcher,3-5-2,4-3-3,W,1.0,0.0,1,21.0,8.0,38.1,0.05,0.13,0,0,L,0.0,1.0,0,7.0,0.0,0.0,0.0,,0,0,W,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,8.0,7.0,87.5,0,0,0,0,2021/2022,21/22
2022-02-02,19:45,Premiership,Regular season,Wed,Celtic,Rangers,W,3,0,45.0,60000.0,Callum McGregor,Bobby Madden,L,0,3,55.0,60000.0,James Tavernier,4-3-3,4-3-3,W,3.0,0.0,3,11.0,7.0,63.6,0.27,0.43,0,0,L,0,3,0,9.0,2.0,22.2,0.0,0.0,0,0,W,3.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,L,0,3,3.0,3,3.0,7.0,4.0,57.1,0,0,0,0,2021/2022,21/22
2022-02-20,15:00,Premiership,Regular season,Sun,Celtic,Dundee,W,3,2,81.0,58030.0,Callum McGregor,Gavin Duncan,L,2,3,19.0,58030.0,Jordan McGhee,5-3-2,4-3-3,W,3.0,2.0,3,19.0,6.0,31.6,0.16,0.5,0,0,L,2.0,3.0,2,4.0,2.0,50.0,0.5,1.0,0,0,W,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0,0,0,L,2.0,3.0,3.0,3.0,3.0,6.0,3.0,50.0,0,0,0,0,2021/2022,21/22
2022-03-02,19:45,Premiership,Regular season,Wed,Celtic,St Mirren,W,2,0,77.0,57360.0,Callum McGregor,Euan Anderson,L,0,2,24.0,57360.0,Joe Shaughnessy,5-4-1,4-3-3,W,2.0,0.0,2,21.0,6.0,28.6,0.1,0.33,0,0,L,0.0,2.0,0,4.0,1.0,25.0,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,6.0,4.0,66.7,0,0,0,0,2021/2022,21/22
2022-03-19,15:00,Premiership,Regular season,Sat,Celtic,Ross County,W,4,0,81.0,58432.0,Callum McGregor,Don Robertson,L,0,4,19.0,58432.0,Jack Baldwin,4-2-3-1,4-3-3,W,4.0,0.0,4,24.0,10.0,41.7,0.13,0.3,1,1,L,0.0,4.0,0,3.0,1.0,33.3,0.0,0.0,0,0,W,4.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,4.0,4.0,4.0,4.0,8.0,5.0,62.5,1,1,0,0,2021/2022,21/22
2022-04-09,15:00,Premiership,Regular season,Sat,Celtic,St Johnstone,W,7,0,84.0,,Callum McGregor,Andrew Dallas,L,0,7,16.0,,Liam Gordon,5-3-2,4-3-3,W,7.0,0.0,7,23.0,10.0,43.5,0.26,0.6,1,1,L,0.0,7.0,0,1.0,0.0,0.0,0.0,,0,0,W,7.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,7.0,7.0,7.0,7.0,9.0,3.0,33.3,1,1,0,0,2021/2022,21/22
2022-05-01,12:00,Premiership,Championship round,Sun,Celtic,Rangers,D,1,1,51.0,58247.0,Callum McGregor,John Beaton,D,1,1,49.0,58247.0,James Tavernier,4-2-3-1,4-3-3,D,1.0,1.0,1,9.0,1.0,11.1,0.11,1.0,0,0,D,1,1,1,14.0,5.0,35.7,0.07,0.2,0,0,D,1.0,1.0,1.0,1.0,1.0,4.0,80.0,0,0,0,0,D,1,1,1.0,1,1.0,1.0,0.0,0.0,0,0,0,0,2021/2022,21/22
2022-05-07,12:00,Premiership,Championship round,Sat,Celtic,Hearts,W,4,1,64.0,58554.0,Callum McGregor,Don Robertson,L,1,4,36.0,58554.0,Craig Gordon,4-2-3-1,4-3-3,W,4.0,1.0,4,22.0,12.0,54.5,0.18,0.33,0,0,L,1.0,4.0,1,6.0,3.0,50.0,0.17,0.33,0,0,W,4.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,L,1.0,4.0,4.0,4.0,4.0,12.0,8.0,66.7,0,0,0,0,2021/2022,21/22
2022-05-14,12:15,Premiership,Championship round,Sat,Celtic,Motherwell,W,6,0,79.0,58953.0,Callum McGregor,Alan Muir,L,0,6,21.0,58953.0,Stephen O'Donnell,3-4-1-2,4-3-3,W,6.0,0.0,6,15.0,8.0,53.3,0.4,0.75,0,0,L,0.0,6.0,0,6.0,1.0,16.7,0.0,0.0,0,0,W,6.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,6.0,6.0,6.0,6.0,8.0,2.0,25.0,0,0,0,0,2021/2022,21/22
2021-07-31,13:30,Premiership,Regular season,Sat,Rangers,Livingston,W,3,0,77.0,23000.0,James Tavernier,John Beaton,L,0,3,23.0,23000.0,Scott Pittman,4-3-3,4-3-3,W,3,0,3,18.0,8.0,44.4,0.17,0.38,0,0,L,0.0,3.0,0,2.0,0.0,0.0,0.0,,0,0,W,3,0,0.0,0,0.0,0.0,,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,8.0,5.0,62.5,0,0,0,0,2021/2022,21/22
2021-08-29,12:00,Premiership,Regular season,Sun,Rangers,Celtic,W,1,0,34.0,49402.0,Connor Goldson,Kevin Clancy,L,0,1,66.0,49402.0,Callum McGregor,4-3-3,4-3-3,W,1,0,1,14.0,4.0,28.6,0.07,0.25,0,0,L,0.0,1.0,0,10.0,3.0,30.0,0.0,0.0,0,0,W,1,0,0.0,0,0.0,3.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,4.0,3.0,75.0,0,0,0,0,2021/2022,21/22
2021-09-19,15:00,Premiership,Regular season,Sun,Rangers,Motherwell,D,1,1,68.0,48961.0,James Tavernier,Steven McLean,D,1,1,32.0,48961.0,Stephen O'Donnell,4-3-3,4-3-3,D,1,1,1,24.0,7.0,29.2,0.04,0.14,0,0,D,1.0,1.0,1,5.0,1.0,20.0,0.2,1.0,0,0,D,1,1,1.0,1,1.0,0.0,0.0,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,7.0,6.0,85.7,0,0,0,0,2021/2022,21/22
2021-10-03,15:00,Premiership,Regular season,Sun,Rangers,Hibernian,W,2,1,74.0,49125.0,Connor Goldson,Nick Walsh,L,1,2,26.0,49125.0,Paul Hanlon,3-5-2,4-2-3-1,W,2,1,2,20.0,3.0,15.0,0.1,0.67,0,0,L,1.0,2.0,1,4.0,1.0,25.0,0.25,1.0,0,0,W,2,1,1.0,1,1.0,0.0,0.0,0,0,0,0,L,1.0,2.0,2.0,2.0,2.0,3.0,1.0,33.3,0,0,0,0,2021/2022,21/22
2021-10-16,15:00,Premiership,Regular season,Sat,Rangers,Hearts,D,1,1,54.0,49960.0,James Tavernier,Don Robertson,D,1,1,46.0,49960.0,Craig Gordon,3-4-3,4-2-3-1,D,1,1,1,27.0,10.0,37.0,0.04,0.1,0,0,D,1.0,1.0,1,5.0,4.0,80.0,0.2,0.25,0,0,D,1,1,1.0,1,1.0,3.0,75.0,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,9.0,8.0,88.9,0,0,0,0,2021/2022,21/22
2021-10-27,19:45,Premiership,Regular season,Wed,Rangers,Aberdeen,D,2,2,63.0,49760.0,James Tavernier,John Beaton,D,2,2,37.0,49760.0,Scott Brown,5-4-1,4-3-3,D,2,2,2,19.0,4.0,21.1,0.05,0.25,1,1,D,2.0,2.0,2,6.0,3.0,50.0,0.33,0.67,0,0,D,2,2,2.0,2,2.0,1.0,33.3,0,0,0,0,D,2.0,2.0,2.0,2.0,2.0,3.0,2.0,66.7,1,1,0,0,2021/2022,21/22
2021-11-07,15:00,Premiership,Regular season,Sun,Rangers,Ross County,W,4,2,67.0,49222.0,Allan McGregor,David Munro,L,2,4,33.0,49222.0,Jack Baldwin,4-5-1,4-3-3,W,4,2,3,19.0,9.0,47.4,0.16,0.33,0,0,L,2.0,4.0,2,5.0,2.0,40.0,0.4,1.0,0,0,W,4,2,2.0,2,2.0,0.0,0.0,0,0,0,0,L,2.0,4.0,4.0,4.0,4.0,10.0,6.0,60.0,0,0,0,0,2021/2022,21/22
2021-12-04,15:00,Premiership,Regular season,Sat,Rangers,Dundee,W,3,0,73.0,49628.0,James Tavernier,Alan Muir,L,0,3,27.0,49628.0,Charlie Adam,4-2-3-1,4-3-3,W,3,0,2,26.0,14.0,53.8,0.08,0.14,0,0,L,0.0,3.0,0,5.0,2.0,40.0,0.0,0.0,0,0,W,3,0,0.0,0,0.0,2.0,100.0,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,14.0,11.0,78.6,0,0,0,0,2021/2022,21/22
2021-12-15,19:45,Premiership,Regular season,Wed,Rangers,St Johnstone,W,2,0,70.0,47561.0,James Tavernier,Euan Anderson,L,0,2,30.0,47561.0,Liam Gordon,3-4-3,4-3-3,W,2,0,2,27.0,8.0,29.6,0.07,0.25,0,0,L,0.0,2.0,0,5.0,1.0,20.0,0.0,0.0,0,0,W,2,0,0.0,0,0.0,1.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,8.0,6.0,75.0,0,0,0,0,2021/2022,21/22
2021-12-18,15:00,Premiership,Regular season,Sat,Rangers,Dundee United,W,1,0,68.0,49252.0,James Tavernier,Alan Muir,L,0,1,32.0,49252.0,Ryan Edwards,3-5-2,4-3-3,W,1,0,1,16.0,5.0,31.3,0.0,0.0,1,1,L,0.0,1.0,0,5.0,1.0,20.0,0.0,0.0,0,0,W,1,0,0.0,0,0.0,1.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,4.0,4.0,100.0,1,1,0,0,2021/2022,21/22
2021-12-26,15:00,Premiership,Regular season,Sun,Rangers,St Mirren,W,2,0,77.0,500.0,James Tavernier,Steven McLean,L,0,2,24.0,500.0,Joe Shaughnessy,5-4-1,4-3-3,W,2,0,2,25.0,7.0,28.0,0.08,0.29,0,0,L,0.0,2.0,0,1.0,0.0,0.0,0.0,,0,0,W,2,0,0.0,0,0.0,0.0,,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,7.0,5.0,71.4,0,0,0,0,2021/2022,21/22
2022-01-26,19:45,Premiership,Regular season,Wed,Rangers,Livingston,W,1,0,70.0,48343.0,James Tavernier,Don Robertson,L,0,1,31.0,48343.0,Nicky Devlin,4-3-3,4-2-3-1,W,1,0,1,18.0,6.0,33.3,0.06,0.17,0,0,L,0.0,1.0,0,6.0,2.0,33.3,0.0,0.0,0,0,W,1,0,0.0,0,0.0,2.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,5.0,4.0,80.0,0,0,0,0,2021/2022,21/22
2022-02-06,16:00,Premiership,Regular season,Sun,Rangers,Hearts,W,5,0,57.0,49708.0,James Tavernier,William Collum,L,0,5,43.0,49708.0,Craig Gordon,3-4-3,4-2-3-1,W,5,0,5,22.0,11.0,50.0,0.23,0.45,0,0,L,0.0,5.0,0,9.0,3.0,33.3,0.0,0.0,0,0,W,5,0,0.0,0,0.0,3.0,100.0,0,0,0,0,L,0.0,5.0,5.0,5.0,5.0,11.0,6.0,54.5,0,0,0,0,2021/2022,21/22
2022-02-09,19:45,Premiership,Regular season,Wed,Rangers,Hibernian,W,2,0,56.0,49700.0,James Tavernier,Nick Walsh,L,0,2,44.0,49700.0,Lewis Stevenson,4-4-1-1,4-2-3-1,W,2,0,2,18.0,4.0,22.2,0.06,0.25,1,1,L,0.0,2.0,0,12.0,4.0,33.3,0.0,0.0,0,0,W,2,0,0.0,0,0.0,4.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,3.0,2.0,66.7,1,1,0,0,2021/2022,21/22
2022-02-27,15:00,Premiership,Regular season,Sun,Rangers,Motherwell,D,2,2,77.0,14380.0,James Tavernier,Don Robertson,D,2,2,23.0,14380.0,Stephen O'Donnell,4-3-3,4-3-3,D,2,2,2,30.0,10.0,33.3,0.07,0.2,0,0,D,2.0,2.0,2,5.0,3.0,60.0,0.4,0.67,0,0,D,2,2,2.0,2,2.0,1.0,33.3,0,0,0,0,D,2.0,2.0,2.0,2.0,2.0,10.0,8.0,80.0,0,0,0,0,2021/2022,21/22
2022-03-05,15:00,Premiership,Regular season,Sat,Rangers,Aberdeen,W,1,0,64.0,50010.0,James Tavernier,John Beaton,L,0,1,36.0,50010.0,Joe Lewis,4-3-1-2,4-2-3-1,W,1,0,1,20.0,2.0,10.0,0.05,0.5,0,0,L,0.0,1.0,0,1.0,0.0,0.0,0.0,,0,0,W,1,0,0.0,0,0.0,0.0,,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,3.0,2.0,66.7,0,0,0,0,2021/2022,21/22
2022-04-03,12:00,Premiership,Regular season,Sun,Rangers,Celtic,L,1,2,61.0,50023.0,James Tavernier,William Collum,W,2,1,39.0,50023.0,Callum McGregor,4-3-3,4-2-3-1,L,1,2,1,16.0,6.0,37.5,0.06,0.17,0,0,W,2.0,1.0,2,11.0,5.0,45.5,0.18,0.4,0,0,L,1,2,2.0,2,2.0,2.0,50.0,0,0,0,0,W,2.0,1.0,1.0,1.0,1.0,6.0,5.0,83.3,0,0,0,0,2021/2022,21/22
2022-05-08,15:00,Premiership,Championship round,Sun,Rangers,Dundee United,W,2,0,73.0,49340.0,James Tavernier,Steven McLean,L,0,2,27.0,49340.0,Ryan Edwards,3-5-2,4-2-3-1,W,2,0,2,20.0,5.0,25.0,0.05,0.2,1,1,L,0.0,2.0,0,3.0,0.0,0.0,0.0,,0,0,W,2,0,0.0,0,0.0,0.0,,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,4.0,3.0,75.0,1,1,0,0,2021/2022,21/22
2022-05-11,19:45,Premiership,Championship round,Wed,Rangers,Ross County,W,4,1,80.0,48474.0,James Tavernier,Andrew Dallas,L,1,4,20.0,48474.0,Keith Watson,4-4-1-1,4-3-3,W,4,1,4,33.0,8.0,24.2,0.09,0.38,1,1,L,1.0,4.0,1,3.0,1.0,33.3,0.33,1.0,0,0,W,4,1,1.0,1,1.0,0.0,0.0,0,0,0,0,L,1.0,4.0,4.0,4.0,4.0,7.0,4.0,57.1,1,1,0,0,2021/2022,21/22
2021-07-31,20:00,Premiership,Regular season,Sat,Hearts,Celtic,W,2,1,27.0,5272.0,Craig Gordon,Bobby Madden,L,1,2,73.0,5272.0,Callum McGregor,4-2-3-1,3-4-3,W,2.0,1.0,2,11.0,4.0,36.4,0.18,0.5,0,0,L,1.0,2.0,1,19.0,7.0,36.8,0.05,0.14,0,0,W,2.0,1.0,1.0,1.0,1.0,6.0,85.7,0,0,0,0,L,1.0,2.0,2.0,2.0,2.0,4.0,2.0,50.0,0,0,0,0,2021/2022,21/22
2021-08-22,15:00,Premiership,Regular season,Sun,Hearts,Aberdeen,D,1,1,46.0,17449.0,Craig Gordon,Bobby Madden,D,1,1,54.0,17449.0,Scott Brown,4-2-3-1,3-4-3,D,1.0,1.0,1,7.0,2.0,28.6,0.0,0.0,1,1,D,1.0,1.0,1,6.0,4.0,66.7,0.17,0.25,0,0,D,1.0,1.0,1.0,1.0,1.0,3.0,75.0,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1,1,0,0,2021/2022,21/22
2021-09-12,12:00,Premiership,Regular season,Sun,Hearts,Hibernian,D,0,0,57.0,18177.0,Craig Gordon,Nick Walsh,D,0,0,43.0,18177.0,Paul Hanlon,3-4-1-2,3-4-3,D,0.0,0.0,0,16.0,4.0,25.0,0.0,0.0,0,0,D,0.0,0.0,0,14.0,6.0,42.9,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,6.0,100.0,0,0,0,0,D,0.0,0.0,0.0,0.0,0.0,5.0,4.0,100.0,0,0,0,0,2021/2022,21/22
2021-09-25,15:00,Premiership,Regular season,Sat,Hearts,Livingston,W,3,0,72.0,16175.0,Craig Gordon,Gavin Duncan,L,0,3,28.0,16175.0,Nicky Devlin,4-4-2,3-4-3,W,3.0,0.0,3,14.0,6.0,42.9,0.14,0.33,1,1,L,0.0,3.0,0,3.0,1.0,33.3,0.0,0.0,0,0,W,3.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,5.0,3.0,60.0,1,1,0,0,2021/2022,21/22
2021-10-02,15:00,Premiership,Regular season,Sat,Hearts,Motherwell,W,2,0,54.0,17028.0,Craig Gordon,David Munro,L,0,2,46.0,17028.0,Stephen O'Donnell,4-3-3,3-4-3,W,2.0,0.0,2,10.0,5.0,50.0,0.1,0.2,1,2,L,0.0,2.0,0,18.0,7.0,38.9,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,7.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,2.0,2.0,50.0,2,1,1,0,2021/2022,21/22
2021-10-23,15:00,Premiership,Regular season,Sat,Hearts,Dundee,D,1,1,72.0,17557.0,Craig Gordon,Gavin Duncan,D,1,1,28.0,17557.0,Charlie Adam,4-3-3,3-4-3,D,1.0,1.0,1,19.0,5.0,26.3,0.05,0.2,0,0,D,1.0,1.0,1,6.0,3.0,50.0,0.17,0.33,0,0,D,1.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,4.0,3.0,75.0,0,0,0,0,2021/2022,21/22
2021-11-06,15:00,Premiership,Regular season,Sat,Hearts,Dundee United,W,5,2,55.0,18129.0,Craig Gordon,John Beaton,L,2,5,45.0,18129.0,Benjamin Siegrist,4-5-1,3-4-3,W,5.0,2.0,5,22.0,12.0,54.5,0.23,0.42,0,0,L,2.0,5.0,2,13.0,6.0,46.2,0.15,0.33,0,0,W,5.0,2.0,2.0,2.0,2.0,4.0,66.7,0,0,0,0,L,2.0,5.0,5.0,5.0,5.0,12.0,7.0,58.3,0,0,0,0,2021/2022,21/22
