fbref_date,fbref_time,fbref_comp,fbref_round,fbref_day,fbref_hometeam,fbref_awayteam,fbref_score_fixtures_hometeam_result,fbref_score_fixtures_hometeam_gf,fbref_score_fixtures_hometeam_ga,fbref_score_fixtures_hometeam_poss,fbref_score_fixtures_hometeam_attendance,fbref_score_fixtures_hometeam_captain,fbref_referee,fbref_score_fixtures_awayteam_result,fbref_score_fixtures_awayteam_gf,fbref_score_fixtures_awayteam_ga,fbref_score_fixtures_awayteam_poss,fbref_score_fixtures_awayteam_attendance,fbref_score_fixtures_awayteam_captain,fbref_score_fixtures_awayteam_formation,fbref_score_fixtures_hometeam_formation,fbref_shooting_hometeam_result,fbref_shooting_hometeam_gf,fbref_shooting_hometeam_ga,fbref_shooting_hometeam_gls,fbref_shooting_hometeam_sh,fbref_shooting_hometeam_sot,fbref_shooting_hometeam_sot_percentage,fbref_shooting_hometeam_gsh,fbref_shooting_hometeam_gsot,fbref_shooting_hometeam_pk,fbref_shooting_hometeam_pkatt,fbref_shooting_awayteam_result,fbref_shooting_awayteam_gf,fbref_shooting_awayteam_ga,fbref_shooting_awayteam_gls,fbref_shooting_awayteam_sh,fbref_shooting_awayteam_sot,fbref_shooting_awayteam_sot_percentage,fbref_shooting_awayteam_gsh,fbref_shooting_awayteam_gsot,fbref_shooting_awayteam_pk,fbref_shooting_awayteam_pkatt,fbref_goalkeeping_hometeam_result,fbref_goalkeeping_hometeam_gf,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_saves,fbref_goalkeeping_hometeam_save_percentage,fbref_goalkeeping_hometeam_pkatt,fbref_goalkeeping_hometeam_pka,fbref_goalkeeping_hometeam_pksv,fbref_goalkeeping_hometeam_pkm,fbref_goalkeeping_awayteam_result,fbref_goalkeeping_awayteam_gf,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_sota,fbref_goalkeeping_awayteam_saves,fbref_goalkeeping_awayteam_save_percentage,fbref_goalkeeping_awayteam_pkatt,fbref_goalkeeping_awayteam_pka,fbref_goalkeeping_awayteam_pksv,fbref_goalkeeping_awayteam_pkm,fbref_full_season_format,fbref_shortened_season
2021-01-02,12:30,Premiership,Regular season,Sat,Rangers,Celtic,W,1,0,51.0,,James Tavernier,Bobby Madden,L,0,1,49.0,,Callum McGregor,4-1-3-2,4-3-3,W,1.0,0.0,0,10.0,0.0,0.0,0.0,,0,0,L,0.0,1.0,0,14.0,3.0,21.4,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,3.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,2020/2021,20/21
2021-01-23,15:00,Premiership,Regular season,Sat,Rangers,Ross County,W,5,0,70.0,,James Tavernier,Euan Anderson,L,0,5,30.0,,Iain Vigurs,3-5-2,4-2-3-1,W,5.0,0.0,5,28.0,12.0,42.9,0.18,0.42,0,1,L,0.0,5.0,0,7.0,2.0,28.6,0.0,0.0,0,0,W,5.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,L,0.0,5.0,5.0,5.0,5.0,9.0,5.0,44.4,1,0,1,0,2020/2021,20/21
2021-02-03,19:45,Premiership,Regular season,Wed,Rangers,St Johnstone,W,1,0,67.0,,James Tavernier,David Munro,L,0,1,33.0,,Jason Kerr,3-4-3,4-3-3,W,1.0,0.0,1,9.0,2.0,22.2,0.11,0.5,0,0,L,0.0,1.0,0,6.0,3.0,50.0,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,3.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,2.0,1.0,50.0,0,0,0,0,2020/2021,20/21
2021-02-13,15:00,Premiership,Regular season,Sat,Rangers,Kilmarnock,W,1,0,63.0,,James Tavernier,Don Robertson,L,0,1,37.0,,Gary Dicker,4-3-3,4-3-3,W,1.0,0.0,1,13.0,6.0,46.2,0.08,0.17,0,0,L,0.0,1.0,0,2.0,0.0,0.0,0.0,,0,0,W,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,6.0,5.0,83.3,0,0,0,0,2020/2021,20/21
2021-02-21,15:00,Premiership,Regular season,Sun,Rangers,Dundee United,W,4,1,63.0,,Connor Goldson,Nick Walsh,L,1,4,37.0,,Mark Reynolds,4-4-2,4-3-3,W,4.0,1.0,4,22.0,11.0,50.0,0.18,0.36,0,1,L,1.0,4.0,1,7.0,4.0,57.1,0.14,0.25,0,0,W,4.0,1.0,1.0,1.0,1.0,3.0,75.0,0,0,0,0,L,1.0,4.0,4.0,4.0,4.0,9.0,6.0,55.6,1,0,1,0,2020/2021,20/21
2021-03-06,15:00,Premiership,Regular season,Sat,Rangers,St Mirren,W,3,0,68.0,,Connor Goldson,Steven McLean,L,0,3,32.0,,Joe Shaughnessy,4-2-3-1,4-3-3,W,3.0,0.0,3,10.0,7.0,70.0,0.3,0.43,0,0,L,0.0,3.0,0,5.0,1.0,20.0,0.0,0.0,0,0,W,3.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,7.0,4.0,57.1,0,0,0,0,2020/2021,20/21
2021-04-11,15:00,Premiership,Championship round,Sun,Rangers,Hibernian,W,2,1,64.0,,Connor Goldson,Don Robertson,L,1,2,36.0,,Paul Hanlon,3-1-4-2,4-3-3,W,2.0,1.0,2,12.0,4.0,33.3,0.17,0.5,0,0,L,1.0,2.0,1,9.0,5.0,55.6,0.11,0.2,0,0,W,2.0,1.0,1.0,1.0,1.0,4.0,80.0,0,0,0,0,L,1.0,2.0,2.0,2.0,2.0,5.0,3.0,60.0,0,0,0,0,2020/2021,20/21
2021-05-02,12:00,Premiership,Championship round,Sun,Rangers,Celtic,W,4,1,51.0,,James Tavernier,Nick Walsh,L,1,4,49.0,,Scott Brown,4-2-3-1,4-3-1-2,W,4.0,1.0,4,18.0,9.0,50.0,0.22,0.44,0,0,L,1.0,4.0,1,12.0,3.0,25.0,0.08,0.33,0,0,W,4.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,L,1.0,4.0,4.0,4.0,4.0,9.0,5.0,55.6,0,0,0,0,2020/2021,20/21
2021-05-15,12:30,Premiership,Championship round,Sat,Rangers,Aberdeen,W,4,0,55.0,,James Tavernier,Nick Walsh,L,0,4,45.0,,Joe Lewis,4-1-4-1,4-3-3,W,4.0,0.0,3,9.0,4.0,44.4,0.33,0.75,0,0,L,0.0,4.0,0,11.0,4.0,36.4,0.0,0.0,0,0,W,4.0,0.0,0.0,0.0,0.0,4.0,100.0,0,0,0,0,L,0.0,4.0,4.0,4.0,4.0,5.0,1.0,20.0,0,0,0,0,2020/2021,20/21
2020-08-02,16:30,Premiership,Regular season,Sun,Celtic,Hamilton,W,5,1,81.0,,Scott Brown,William Collum,L,1,5,19.0,,Scott McMann,4-4-2,4-2-3-1,W,5.0,1.0,5,25.0,15.0,60.0,0.2,0.33,0,0,L,1.0,5.0,1,7.0,2.0,28.6,0.14,0.5,0,0,W,5.0,1.0,1.0,1.0,1.0,1.0,50.0,0,0,0,0,L,1.0,5.0,5.0,5.0,5.0,14.0,9.0,64.3,0,0,0,0,2020/2021,20/21
2020-08-30,15:00,Premiership,Regular season,Sun,Celtic,Motherwell,W,3,0,67.0,,Scott Brown,Don Robertson,L,0,3,33.0,,Declan Gallagher,5-3-2,4-2-3-1,W,3.0,0.0,3,17.0,5.0,29.4,0.18,0.6,0,0,L,0,3,0,6.0,2.0,33.3,0.0,0.0,0,0,W,3.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0,3,3.0,3,3.0,5.0,2.0,40.0,0,0,0,0,2020/2021,20/21
2020-09-19,15:00,Premiership,Regular season,Sat,Celtic,Livingston,W,3,2,72.0,,Scott Brown,Gavin Duncan,L,2,3,29.0,,Marvin Bartley,5-3-2,3-5-2,W,3.0,2.0,3,17.0,6.0,35.3,0.18,0.5,0,0,L,2.0,3.0,2,7.0,3.0,42.9,0.14,0.33,1,1,W,3.0,2.0,2.0,2.0,2.0,1.0,50.0,1,1,0,0,L,2.0,3.0,3.0,3.0,3.0,6.0,3.0,50.0,0,0,0,0,2020/2021,20/21
2020-09-27,15:00,Premiership,Regular season,Sun,Celtic,Hibernian,W,3,0,65.0,,Scott Brown,Steven McLean,L,0,3,35.0,,Paul Hanlon,3-5-2,3-5-2,W,3.0,0.0,3,20.0,9.0,45.0,0.15,0.33,0,0,L,0.0,3.0,0,9.0,0.0,0.0,0.0,,0,0,W,3.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,9.0,6.0,66.7,0,0,0,0,2020/2021,20/21
2020-10-17,12:30,Premiership,Regular season,Sat,Celtic,Rangers,L,0,2,57.0,,Scott Brown,John Beaton,W,2,0,44.0,,James Tavernier,4-3-3,3-5-2,L,0.0,2.0,0,5.0,0.0,0.0,0.0,,0,0,W,2.0,0.0,2,9.0,5.0,55.6,0.22,0.4,0,0,L,0.0,2.0,2.0,2.0,2.0,3.0,60.0,0,0,0,0,W,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,2020/2021,20/21
2020-12-06,15:00,Premiership,Regular season,Sun,Celtic,St Johnstone,D,1,1,69.0,,Scott Brown,David Munro,D,1,1,31.0,,Liam Gordon,3-4-3,3-5-1-1,D,1.0,1.0,1,17.0,6.0,35.3,0.06,0.17,0,0,D,1.0,1.0,1,6.0,1.0,16.7,0.17,1.0,0,0,D,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,6.0,5.0,83.3,0,0,0,0,2020/2021,20/21
2020-12-13,15:00,Premiership,Regular season,Sun,Celtic,Kilmarnock,W,2,0,64.0,,Callum McGregor,Don Robertson,L,0,2,36.0,,Kirk Broadfoot,4-5-1,3-4-3,W,2.0,0.0,2,26.0,10.0,38.5,0.08,0.2,0,0,L,0.0,2.0,0,2.0,1.0,50.0,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,9.0,7.0,77.8,0,0,0,0,2020/2021,20/21
2020-12-23,18:00,Premiership,Regular season,Wed,Celtic,Ross County,W,2,0,67.0,,Callum McGregor,Euan Anderson,L,0,2,33.0,,Iain Vigurs,4-5-1,4-1-3-2,W,2.0,0.0,2,25.0,7.0,28.0,0.08,0.29,0,0,L,0.0,2.0,0,5.0,3.0,60.0,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,3.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,7.0,5.0,71.4,0,0,0,0,2020/2021,20/21
2020-12-30,15:00,Premiership,Regular season,Wed,Celtic,Dundee United,W,3,0,73.0,,Callum McGregor,William Collum,L,0,3,27.0,,Mark Reynolds,5-3-2,4-1-3-2,W,3.0,0.0,3,24.0,9.0,37.5,0.13,0.33,0,0,L,0.0,3.0,0,8.0,3.0,37.5,0.0,0.0,0,0,W,3.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,9.0,6.0,66.7,0,0,0,0,2020/2021,20/21
2021-01-11,19:45,Premiership,Regular season,Mon,Celtic,Hibernian,D,1,1,59.0,,Callum McGregor,Nick Walsh,D,1,1,41.0,,Paul Hanlon,4-4-2,4-2-3-1,D,1.0,1.0,1,10.0,6.0,60.0,0.1,0.17,0,0,D,1.0,1.0,1,16.0,7.0,43.8,0.06,0.14,0,0,D,1.0,1.0,1.0,1.0,1.0,5.0,83.3,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,6.0,5.0,83.3,0,0,0,0,2020/2021,20/21
2021-01-16,15:00,Premiership,Regular season,Sat,Celtic,Livingston,D,0,0,62.0,,Callum McGregor,John Beaton,D,0,0,38.0,,Marvin Bartley,4-2-3-1,4-2-3-1,D,0.0,0.0,0,7.0,1.0,14.3,0.0,0.0,0,0,D,0.0,0.0,0,10.0,1.0,10.0,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,D,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0,0,0,0,2020/2021,20/21
2021-01-27,19:45,Premiership,Regular season,Wed,Celtic,Hamilton,W,2,0,75.0,,Callum McGregor,Colin Steven,L,0,2,25.0,,Brian Easton,3-4-1-2,4-4-2,W,2.0,0.0,2,24.0,7.0,29.2,0.08,0.29,0,0,L,0.0,2.0,0,4.0,0.0,0.0,0.0,,0,0,W,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,7.0,5.0,71.4,0,0,0,0,2020/2021,20/21
2021-01-30,15:00,Premiership,Regular season,Sat,Celtic,St Mirren,L,1,2,68.0,,Callum McGregor,Bobby Madden,W,2,1,32.0,,Joe Shaughnessy,3-5-1-1,4-1-3-2,L,1.0,2.0,1,19.0,4.0,21.1,0.05,0.25,0,0,W,2.0,1.0,2,11.0,5.0,45.5,0.18,0.4,0,0,L,1.0,2.0,2.0,2.0,2.0,3.0,60.0,0,0,0,0,W,2.0,1.0,1.0,1.0,1.0,4.0,3.0,75.0,0,0,0,0,2020/2021,20/21
2021-02-06,15:00,Premiership,Regular season,Sat,Celtic,Motherwell,W,2,1,66.0,,Scott Brown,Nick Walsh,L,1,2,34.0,,Stephen O'Donnell,4-3-3,4-4-2◆,W,2.0,1.0,2,22.0,9.0,40.9,0.09,0.22,0,0,L,1,2,1,7.0,5.0,71.4,0.14,0.2,0,0,W,2.0,1.0,1.0,1.0,1.0,3.0,75.0,0,0,0,0,L,1,2,2.0,2,2.0,9.0,7.0,77.8,0,0,0,0,2020/2021,20/21
2021-02-17,18:00,Premiership,Regular season,Wed,Celtic,Aberdeen,W,1,0,65.0,,Callum McGregor,Alan Muir,L,0,1,35.0,,Joe Lewis,3-5-2,4-1-3-2,W,1.0,0.0,1,12.0,3.0,25.0,0.08,0.33,0,0,L,0.0,1.0,0,10.0,2.0,20.0,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,3.0,2.0,66.7,0,0,0,0,2020/2021,20/21
2021-02-27,15:00,Premiership,Regular season,Sat,Celtic,Aberdeen,W,1,0,69.0,,Scott Brown,William Collum,L,0,1,31.0,,Joe Lewis,3-5-2,4-4-2◆,W,1.0,0.0,1,12.0,3.0,25.0,0.08,0.33,0,0,L,0.0,1.0,0,9.0,3.0,33.3,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,3.0,2.0,66.7,0,0,0,0,2020/2021,20/21
2021-03-21,12:00,Premiership,Regular season,Sun,Celtic,Rangers,D,1,1,56.0,,Scott Brown,William Collum,D,1,1,44.0,,Connor Goldson,4-3-3,4-2-3-1,D,1.0,1.0,1,16.0,8.0,50.0,0.06,0.13,0,0,D,1.0,1.0,1,9.0,3.0,33.3,0.11,0.33,0,0,D,1.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,8.0,7.0,87.5,0,0,0,0,2020/2021,20/21
2021-04-10,15:00,Premiership,Championship round,Sat,Celtic,Livingston,W,6,0,70.0,,Scott Brown,Nick Walsh,L,0,6,30.0,,Marvin Bartley,4-2-3-1,4-3-3,W,6.0,0.0,5,18.0,11.0,61.1,0.28,0.45,0,0,L,0.0,6.0,0,4.0,2.0,50.0,0.0,0.0,0,0,W,6.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,L,0.0,6.0,6.0,6.0,6.0,11.0,5.0,45.5,0,0,0,0,2020/2021,20/21
2021-05-12,18:30,Premiership,Championship round,Wed,Celtic,St Johnstone,W,4,0,71.0,,Scott Brown,Bobby Madden,L,0,4,29.0,,Jason Kerr,3-4-3,4-1-4-1,W,4.0,0.0,4,19.0,11.0,57.9,0.21,0.36,0,0,L,0.0,4.0,0,7.0,1.0,14.3,0.0,0.0,0,0,W,4.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,4.0,4.0,4.0,4.0,10.0,6.0,60.0,0,0,0,0,2020/2021,20/21
2020-08-01,15:00,Premiership,Regular season,Sat,Hibernian,Kilmarnock,W,2,1,45.0,,Paul Hanlon,John Beaton,L,1,2,56.0,,Kirk Broadfoot,4-2-3-1,3-5-2,W,2.0,1.0,2,11.0,3.0,27.3,0.18,0.67,0,0,L,1.0,2.0,1,12.0,2.0,16.7,0.08,0.5,0,0,W,2.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,L,1.0,2.0,2.0,2.0,2.0,3.0,1.0,33.3,0,0,0,0,2020/2021,20/21
2020-08-15,17:30,Premiership,Regular season,Sat,Hibernian,Motherwell,D,0,0,43.0,,Paul Hanlon,Greg Aitken,D,0,0,57.0,,Declan Gallagher,4-3-3,4-4-2,D,0.0,0.0,0,12.0,2.0,16.7,0.0,0.0,0,0,D,0,0,0,17.0,2.0,11.8,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,D,0,0,0.0,0,0.0,2.0,2.0,100.0,0,0,0,0,2020/2021,20/21
2020-08-30,16:30,Premiership,Regular season,Sun,Hibernian,Aberdeen,L,0,1,53.0,,Paul Hanlon,Nick Walsh,W,1,0,47.0,,Joe Lewis,3-4-3,3-4-1-2,L,0.0,1.0,0,9.0,3.0,33.3,0.0,0.0,0,0,W,1.0,0.0,1,14.0,7.0,50.0,0.0,0.0,1,1,L,0.0,1.0,1.0,1.0,1.0,6.0,100.0,1,1,0,0,W,1.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0,0,0,0,2020/2021,20/21
2020-09-20,12:00,Premiership,Regular season,Sun,Hibernian,Rangers,D,2,2,31.0,,Paul Hanlon,Don Robertson,D,2,2,69.0,,James Tavernier,4-3-3,3-5-2,D,2.0,2.0,2,7.0,5.0,71.4,0.29,0.4,0,0,D,2.0,2.0,2,19.0,7.0,36.8,0.11,0.29,0,0,D,2.0,2.0,2.0,2.0,2.0,5.0,71.4,0,0,0,0,D,2.0,2.0,2.0,2.0,2.0,5.0,3.0,60.0,0,0,0,0,2020/2021,20/21
2020-10-02,19:45,Premiership,Regular season,Fri,Hibernian,Hamilton,W,3,2,57.0,,Paul Hanlon,Bobby Madden,L,2,3,43.0,,Scott McMann,4-4-2,4-4-2,W,3.0,2.0,3,18.0,9.0,50.0,0.17,0.33,0,0,L,2.0,3.0,1,8.0,4.0,50.0,0.0,0.0,1,2,W,3.0,2.0,2.0,2.0,2.0,2.0,50.0,2,1,1,0,L,2.0,3.0,3.0,3.0,3.0,9.0,6.0,66.7,0,0,0,0,2020/2021,20/21
2020-11-21,15:00,Premiership,Regular season,Sat,Hibernian,Celtic,D,2,2,29.0,,Paul Hanlon,Bobby Madden,D,2,2,71.0,,Scott Brown,4-2-3-1,4-5-1,D,2.0,2.0,2,12.0,3.0,25.0,0.17,0.67,0,1,D,2.0,2.0,2,21.0,12.0,57.1,0.05,0.08,1,1,D,2.0,2.0,2.0,2.0,2.0,10.0,90.9,1,1,0,0,D,2.0,2.0,2.0,2.0,2.0,1.0,0.0,-100.0,1,0,1,0,2020/2021,20/21
2020-11-24,19:00,Premiership,Regular season,Tue,Hibernian,St Johnstone,D,2,2,64.0,,Paul Hanlon,Kevin Clancy,D,2,2,36.0,,Liam Craig,3-4-3,4-5-1,D,2.0,2.0,2,11.0,4.0,36.4,0.18,0.5,0,0,D,2.0,2.0,2,12.0,3.0,25.0,0.17,0.67,0,0,D,2.0,2.0,2.0,2.0,2.0,1.0,33.3,0,0,0,0,D,2.0,2.0,2.0,2.0,2.0,4.0,2.0,50.0,0,0,0,0,2020/2021,20/21
