fbref_date,fbref_time,fbref_comp,fbref_round,fbref_day,fbref_hometeam,fbref_awayteam,fbref_score_fixtures_hometeam_result,fbref_score_fixtures_hometeam_gf,fbref_score_fixtures_hometeam_ga,fbref_score_fixtures_hometeam_poss,fbref_score_fixtures_hometeam_attendance,fbref_score_fixtures_hometeam_captain,fbref_referee,fbref_score_fixtures_awayteam_result,fbref_score_fixtures_awayteam_gf,fbref_score_fixtures_awayteam_ga,fbref_score_fixtures_awayteam_poss,fbref_score_fixtures_awayteam_attendance,fbref_score_fixtures_awayteam_captain,fbref_score_fixtures_awayteam_formation,fbref_score_fixtures_hometeam_formation,fbref_shooting_hometeam_result,fbref_shooting_hometeam_gf,fbref_shooting_hometeam_ga,fbref_shooting_hometeam_gls,fbref_shooting_hometeam_sh,fbref_shooting_hometeam_sot,fbref_shooting_hometeam_sot_percentage,fbref_shooting_hometeam_gsh,fbref_shooting_hometeam_gsot,fbref_shooting_hometeam_pk,fbref_shooting_hometeam_pkatt,fbref_shooting_awayteam_result,fbref_shooting_awayteam_gf,fbref_shooting_awayteam_ga,fbref_shooting_awayteam_gls,fbref_shooting_awayteam_sh,fbref_shooting_awayteam_sot,fbref_shooting_awayteam_sot_percentage,fbref_shooting_awayteam_gsh,fbref_shooting_awayteam_gsot,fbref_shooting_awayteam_pk,fbref_shooting_awayteam_pkatt,fbref_goalkeeping_hometeam_result,fbref_goalkeeping_hometeam_gf,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_saves,fbref_goalkeeping_hometeam_save_percentage,fbref_goalkeeping_hometeam_pkatt,fbref_goalkeeping_hometeam_pka,fbref_goalkeeping_hometeam_pksv,fbref_goalkeeping_hometeam_pkm,fbref_goalkeeping_awayteam_result,fbref_goalkeeping_awayteam_gf,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_sota,fbref_goalkeeping_awayteam_saves,fbref_goalkeeping_awayteam_save_percentage,fbref_goalkeeping_awayteam_pkatt,fbref_goalkeeping_awayteam_pka,fbref_goalkeeping_awayteam_pksv,fbref_goalkeeping_awayteam_pkm,fbref_full_season_format,fbref_shortened_season
2015-08-01,12:45,Premiership,Regular season,Sat,Celtic,Ross County,W,2,0,,45197,,William Collum,L,0,2,,45197,,4-5-1,4-2-3-1,W,2.0,0.0,2,,,,,,1,1,L,0.0,2.0,0,,,,,,0,0,W,2.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,2.0,2,2.0,2,,,,1,1,0,0,2015/2016,15/16
2015-08-15,15:00,Premiership,Regular season,Sat,Celtic,Inverness CT,W,4,2,,42727,,Craig Thomson,L,2,4,,42727,,4-3-3,4-2-3-1,W,4.0,2.0,4,,,,,,0,0,L,2.0,4.0,2,,,,,,0,0,W,4.0,2.0,2,2.0,2,,,0,0,0,0,L,2.0,4.0,4,4.0,4,,,,0,0,0,0,2015/2016,15/16
2015-08-29,15:00,Premiership,Regular season,Sat,Celtic,St Johnstone,W,3,1,,42507,,John Beaton,L,1,3,,42507,,4-4-2,4-2-3-1,W,3.0,1.0,3,,,,,,0,0,L,1.0,3.0,0,,,,,,0,0,W,3.0,1.0,1,1.0,1,,,0,0,0,0,L,1.0,3.0,3,3.0,3,,,,0,0,0,0,2015/2016,15/16
2015-09-20,15:00,Premiership,Regular season,Sun,Celtic,Dundee,W,6,0,,48558,,Steven McLean,L,0,6,,48558,,4-4-1-1,4-2-3-1,W,6.0,0.0,6,,,,,,0,1,L,0.0,6.0,0,,,,,,0,0,W,6.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,6.0,6,6.0,6,,,,1,0,0,1,2015/2016,15/16
2015-09-26,15:00,Premiership,Regular season,Sat,Celtic,Hearts,D,0,0,,46297,,Kevin Clancy,D,0,0,,46297,,4-2-3-1,4-2-3-1,D,0.0,0.0,0,,,,,,0,0,D,0.0,0.0,0,,,,,,0,0,D,0.0,0.0,0,0.0,0,,,0,0,0,0,D,0.0,0.0,0,0.0,0,,,,0,0,0,0,2015/2016,15/16
2015-10-25,15:00,Premiership,Regular season,Sun,Celtic,Dundee United,W,5,0,,42718,,Craig Thomson,L,0,5,,42718,,4-4-2,4-2-3-1,W,5.0,0.0,4,,,,,,1,1,L,0.0,5.0,0,,,,,,0,0,W,5.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,5.0,5,5.0,5,,,,1,1,0,0,2015/2016,15/16
2015-10-31,12:30,Premiership,Regular season,Sat,Celtic,Aberdeen,W,3,1,,48161,,William Collum,L,1,3,,48161,,4-5-1,4-2-3-1,W,3.0,1.0,3,,,,,,1,1,L,1.0,3.0,1,,,,,,0,0,W,3.0,1.0,1,1.0,1,,,0,0,0,0,L,1.0,3.0,3,3.0,3,,,,1,1,0,0,2015/2016,15/16
2015-11-21,15:00,Premiership,Regular season,Sat,Celtic,Kilmarnock,D,0,0,,42770,,Bobby Madden,D,0,0,,42770,,4-4-1-1,4-2-3-1,D,0.0,0.0,0,,,,,,0,0,D,0.0,0.0,0,,,,,,0,0,D,0.0,0.0,0,0.0,0,,,0,0,0,0,D,0.0,0.0,0,0.0,0,,,,0,0,0,0,2015/2016,15/16
2015-12-19,15:00,Premiership,Regular season,Sat,Celtic,Motherwell,L,1,2,,42603,,Bobby Madden,W,2,1,,42603,,4-4-2,4-2-3-1,L,1.0,2.0,1,,,,,,0,0,W,2.0,1.0,2,,,,,,1,1,L,1.0,2.0,2,2.0,2,,,1,1,0,0,W,2.0,1.0,1,1.0,1,,,,0,0,0,0,2015/2016,15/16
2016-01-02,15:00,Premiership,Regular season,Sat,Celtic,Partick Thistle,W,1,0,,46067,,Stephen Finnie,L,0,1,,46067,,4-5-1,4-2-3-1,W,1.0,0.0,1,,,,,,0,0,L,0.0,1.0,0,,,,,,0,0,W,1.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,1.0,1,1.0,1,,,,0,0,0,0,2015/2016,15/16
