fbref_date,fbref_time,fbref_comp,fbref_round,fbref_day,fbref_hometeam,fbref_awayteam,fbref_score_fixtures_hometeam_result,fbref_score_fixtures_hometeam_gf,fbref_score_fixtures_hometeam_ga,fbref_score_fixtures_hometeam_poss,fbref_score_fixtures_hometeam_attendance,fbref_score_fixtures_hometeam_captain,fbref_referee,fbref_score_fixtures_awayteam_result,fbref_score_fixtures_awayteam_gf,fbref_score_fixtures_awayteam_ga,fbref_score_fixtures_awayteam_poss,fbref_score_fixtures_awayteam_attendance,fbref_score_fixtures_awayteam_captain,fbref_score_fixtures_awayteam_formation,fbref_score_fixtures_hometeam_formation,fbref_shooting_hometeam_result,fbref_shooting_hometeam_gf,fbref_shooting_hometeam_ga,fbref_shooting_hometeam_gls,fbref_shooting_hometeam_sh,fbref_shooting_hometeam_sot,fbref_shooting_hometeam_sot_percentage,fbref_shooting_hometeam_gsh,fbref_shooting_hometeam_gsot,fbref_shooting_hometeam_pk,fbref_shooting_hometeam_pkatt,fbref_shooting_awayteam_result,fbref_shooting_awayteam_gf,fbref_shooting_awayteam_ga,fbref_shooting_awayteam_gls,fbref_shooting_awayteam_sh,fbref_shooting_awayteam_sot,fbref_shooting_awayteam_sot_percentage,fbref_shooting_awayteam_gsh,fbref_shooting_awayteam_gsot,fbref_shooting_awayteam_pk,fbref_shooting_awayteam_pkatt,fbref_goalkeeping_hometeam_result,fbref_goalkeeping_hometeam_gf,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_saves,fbref_goalkeeping_hometeam_save_percentage,fbref_goalkeeping_hometeam_pkatt,fbref_goalkeeping_hometeam_pka,fbref_goalkeeping_hometeam_pksv,fbref_goalkeeping_hometeam_pkm,fbref_goalkeeping_awayteam_result,fbref_goalkeeping_awayteam_gf,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_sota,fbref_goalkeeping_awayteam_saves,fbref_goalkeeping_awayteam_save_percentage,fbref_goalkeeping_awayteam_pkatt,fbref_goalkeeping_awayteam_pka,fbref_goalkeeping_awayteam_pksv,fbref_goalkeeping_awayteam_pkm,fbref_full_season_format,fbref_shortened_season
2023-12-30,12:30,Premiership,Regular season,Sat,Celtic,Rangers,W,2,1,56.0,59664,Callum McGregor,Nick Walsh,L,1,2,44.0,59664,James Tavernier,4-2-3-1,4-3-3,W,2.0,1.0,2,12.0,5.0,41.7,0.17,0.4,0,0,L,1.0,2.0,1,14.0,3.0,21.4,0.07,0.33,0,0,W,2.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,L,1.0,2.0,2.0,2.0,2.0,5.0,3.0,60.0,0,0,0,0,2023/2024,23/24
2024-01-27,15:00,Premiership,Regular season,Sat,Celtic,Ross County,W,1,0,70.0,58850,Callum McGregor,Euan Anderson,L,0,1,30.0,58850,Yan Dhanda,4-5-1,4-3-3,W,1.0,0.0,1,17.0,7.0,41.2,0.06,0.14,0,1,L,0.0,1.0,0,7.0,1.0,14.3,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,5.0,5.0,80.0,1,0,1,0,2023/2024,23/24
2024-02-17,15:00,Premiership,Regular season,Sat,Celtic,Kilmarnock,D,1,1,71.0,58887,Callum McGregor,John Beaton,D,1,1,29.0,58887,Kyle Vassell,4-4-2,4-4-1-1,D,1.0,1.0,1,15.0,5.0,33.3,0.07,0.2,0,0,D,1.0,1.0,1,13.0,6.0,46.2,0.08,0.17,0,0,D,1.0,1.0,1.0,1.0,1.0,5.0,83.3,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,4.0,3.0,75.0,0,0,0,0,2023/2024,23/24
2024-02-28,19:45,Premiership,Regular season,Wed,Celtic,Dundee,W,7,1,75.0,58772,Callum McGregor,Matthew MacDermid,L,1,7,25.0,58772,Joe Shaughnessy,5-3-2,4-3-3,W,7.0,1.0,7,17.0,10.0,58.8,0.41,0.7,0,0,L,1.0,7.0,1,9.0,2.0,22.2,0.11,0.5,0,0,W,7.0,1.0,1.0,1.0,1.0,1.0,50.0,0,0,0,0,L,1.0,7.0,7.0,7.0,7.0,10.0,3.0,30.0,0,0,0,0,2023/2024,23/24
2024-03-16,15:00,Premiership,Regular season,Sat,Celtic,St Johnstone,W,3,1,74.0,58880,Cameron Carter-Vickers,Euan Anderson,L,1,3,26.0,58880,Liam Gordon,3-5-1-1,4-3-3,W,3.0,1.0,3,22.0,9.0,40.9,0.14,0.33,0,0,L,1.0,3.0,1,6.0,2.0,33.3,0.17,0.5,0,0,W,3.0,1.0,1.0,1.0,1.0,1.0,50.0,0,0,0,0,L,1.0,3.0,3.0,3.0,3.0,6.0,3.0,50.0,0,0,0,0,2023/2024,23/24
2024-04-13,15:00,Premiership,Regular season,Sat,Celtic,St Mirren,W,3,0,73.0,58888,Cameron Carter-Vickers,Steven McLean,L,0,3,27.0,58888,Mark O'Hara,3-5-2,4-3-3,W,3.0,0.0,3,18.0,9.0,50.0,0.17,0.33,0,0,L,0.0,3.0,0,2.0,0.0,0.0,0.0,,0,0,W,3.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,9.0,6.0,66.7,0,0,0,0,2023/2024,23/24
2024-05-04,15:00,Premiership,Championship round,Sat,Celtic,Hearts,W,3,0,60.0,59038,Callum McGregor,Kevin Clancy,L,0,3,40.0,59038,Lawrence Shankland,3-5-2,4-3-3,W,3.0,0.0,3,17.0,8.0,47.1,0.12,0.25,1,1,L,0.0,3.0,0,5.0,2.0,40.0,0.0,0.0,0,0,W,3.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,7.0,5.0,71.4,1,1,0,0,2023/2024,23/24
2024-05-11,12:30,Premiership,Championship round,Sat,Celtic,Rangers,W,2,1,68.0,59622,Callum McGregor,William Collum,L,1,2,33.0,59622,James Tavernier,4-2-3-1,4-3-3,W,2.0,1.0,1,22.0,6.0,27.3,0.05,0.17,0,1,L,1.0,2.0,1,8.0,1.0,12.5,0.13,1.0,0,0,W,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,L,1.0,2.0,2.0,2.0,2.0,6.0,5.0,66.7,1,0,1,0,2023/2024,23/24
2024-05-18,12:30,Premiership,Championship round,Sat,Celtic,St Mirren,W,3,2,73.0,58912,Callum McGregor,Matthew MacDermid,L,2,3,27.0,58912,Mark O'Hara,3-5-2,4-3-3,W,3.0,2.0,3,12.0,4.0,33.3,0.25,0.75,0,0,L,2.0,3.0,2,9.0,3.0,33.3,0.11,0.33,1,1,W,3.0,2.0,2.0,2.0,2.0,1.0,50.0,1,1,0,0,L,2.0,3.0,3.0,3.0,3.0,4.0,1.0,25.0,0,0,0,0,2023/2024,23/24
2023-08-12,15:00,Premiership,Regular season,Sat,Rangers,Livingston,W,4,0,68.0,49320,James Tavernier,Don Robertson,L,0,4,32.0,49320,Michael Devlin,3-5-2,4-3-1-2,W,4.0,0.0,4,21.0,9.0,42.9,0.19,0.44,0,0,L,0.0,4.0,0,6.0,2.0,33.3,0.0,0.0,0,0,W,4.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,L,0.0,4.0,4.0,4.0,4.0,9.0,5.0,55.6,0,0,0,0,2023/2024,23/24
2023-09-03,12:00,Premiership,Regular season,Sun,Rangers,Celtic,L,0,1,50.0,50652,James Tavernier,Don Robertson,W,1,0,50.0,50652,Callum McGregor,4-3-3,4-3-3,L,0.0,1.0,0,17.0,3.0,17.6,0.0,0.0,0,0,W,1.0,0.0,1,7.0,5.0,71.4,0.14,0.2,0,0,L,0.0,1.0,1.0,1.0,1.0,3.0,75.0,0,0,0,0,W,1.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0,0,0,0,2023/2024,23/24
2023-09-24,15:00,Premiership,Regular season,Sun,Rangers,Motherwell,W,1,0,62.0,48539,James Tavernier,Alan Muir,L,0,1,38.0,48539,Liam Kelly,3-4-3,4-2-3-1,W,1.0,0.0,1,17.0,7.0,41.2,0.06,0.14,0,0,L,0.0,1.0,0,9.0,4.0,44.4,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,3.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,7.0,6.0,85.7,0,0,0,0,2023/2024,23/24
2023-09-30,15:00,Premiership,Regular season,Sat,Rangers,Aberdeen,L,1,3,71.0,49959,James Tavernier,Steven McLean,W,3,1,29.0,49959,Graeme Shinnie,5-4-1,4-3-3,L,1.0,3.0,1,18.0,5.0,27.8,0.06,0.2,0,0,W,3.0,1.0,3,14.0,6.0,42.9,0.21,0.5,0,0,L,1.0,3.0,3.0,3.0,3.0,3.0,50.0,0,0,0,0,W,3.0,1.0,1.0,1.0,1.0,5.0,4.0,80.0,0,0,0,0,2023/2024,23/24
2023-10-21,15:00,Premiership,Regular season,Sat,Rangers,Hibernian,W,4,0,53.0,49535,James Tavernier,Don Robertson,L,0,4,48.0,49535,Paul Hanlon,4-4-2,4-2-3-1,W,4.0,0.0,4,23.0,8.0,34.8,0.17,0.5,0,0,L,0.0,4.0,0,7.0,1.0,14.3,0.0,0.0,0,0,W,4.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,4.0,4.0,4.0,4.0,7.0,3.0,42.9,0,0,0,0,2023/2024,23/24
2023-10-29,15:00,Premiership,Regular season,Sun,Rangers,Hearts,W,2,1,69.0,49530,James Tavernier,John Beaton,L,1,2,31.0,49530,Lawrence Shankland,3-5-2,4-2-3-1,W,2.0,1.0,2,28.0,5.0,17.9,0.04,0.2,1,2,L,1.0,2.0,1,5.0,1.0,20.0,0.2,1.0,0,0,W,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,L,1.0,2.0,2.0,2.0,2.0,3.0,2.0,66.7,2,1,0,1,2023/2024,23/24
2023-12-03,15:00,Premiership,Regular season,Sun,Rangers,St Mirren,W,2,0,69.0,47835,James Tavernier,Matthew MacDermid,L,0,2,31.0,47835,Mark O'Hara,3-4-3,4-2-3-1,W,2.0,0.0,2,21.0,6.0,28.6,0.1,0.33,0,0,L,0.0,2.0,0,4.0,3.0,75.0,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,3.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,6.0,4.0,66.7,0,0,0,0,2023/2024,23/24
2023-12-09,15:00,Premiership,Regular season,Sat,Rangers,Dundee,W,3,1,55.0,47229,James Tavernier,Kevin Clancy,L,1,3,45.0,47229,Joe Shaughnessy,3-5-2,4-2-3-1,W,3.0,1.0,3,20.0,9.0,45.0,0.1,0.22,1,1,L,1.0,3.0,1,9.0,3.0,33.3,0.11,0.33,0,0,W,3.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,L,1.0,3.0,3.0,3.0,3.0,7.0,5.0,71.4,1,1,0,0,2023/2024,23/24
2023-12-20,19:45,Premiership,Regular season,Wed,Rangers,St Johnstone,W,2,0,71.0,46931,James Tavernier,Alan Muir,L,0,2,29.0,46931,Liam Gordon,5-4-1,4-2-3-1,W,2.0,0.0,2,28.0,8.0,28.6,0.04,0.13,1,1,L,0.0,2.0,0,2.0,0.0,0.0,0.0,,0,0,W,2.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,7.0,6.0,85.7,1,1,0,0,2023/2024,23/24
2024-01-02,15:00,Premiership,Regular season,Tue,Rangers,Kilmarnock,W,3,1,61.0,49250,James Tavernier,John Beaton,L,1,3,39.0,49250,Kyle Vassell,4-5-1,4-3-3,W,3.0,1.0,3,18.0,6.0,33.3,0.17,0.5,0,0,L,1.0,3.0,1,6.0,2.0,33.3,0.0,0.0,1,1,W,3.0,1.0,1.0,1.0,1.0,1.0,100.0,1,1,0,0,L,1.0,3.0,3.0,3.0,3.0,7.0,4.0,57.1,0,0,0,0,2023/2024,23/24
2024-02-03,15:00,Premiership,Regular season,Sat,Rangers,Livingston,W,3,0,76.0,49688,James Tavernier,John Beaton,L,0,3,24.0,49688,Andrew Shinnie,5-4-1,4-2-3-1,W,3.0,0.0,3,32.0,8.0,25.0,0.09,0.38,0,0,L,0.0,3.0,0,0.0,0.0,,,,0,0,W,3.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,8.0,5.0,62.5,0,0,0,0,2023/2024,23/24
2024-02-06,20:00,Premiership,Regular season,Tue,Rangers,Aberdeen,W,2,1,75.0,49329,James Tavernier,Don Robertson,L,1,2,25.0,49329,Graeme Shinnie,4-4-1-1,4-2-3-1,W,2.0,1.0,2,23.0,7.0,30.4,0.09,0.29,0,0,L,1.0,2.0,1,9.0,4.0,44.4,0.11,0.25,0,0,W,2.0,1.0,1.0,1.0,1.0,3.0,75.0,0,0,0,0,L,1.0,2.0,2.0,2.0,2.0,7.0,5.0,71.4,0,0,0,0,2023/2024,23/24
2024-02-14,19:45,Premiership,Regular season,Wed,Rangers,Ross County,W,3,1,72.0,48685,James Tavernier,Alan Muir,L,1,3,28.0,48685,Ryan Leak,3-1-4-2,4-2-3-1,W,3.0,1.0,3,43.0,23.0,53.5,0.07,0.13,0,0,L,1.0,3.0,1,5.0,1.0,20.0,0.2,1.0,0,0,W,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,L,1.0,3.0,3.0,3.0,3.0,22.0,19.0,86.4,0,0,0,0,2023/2024,23/24
2024-02-24,15:00,Premiership,Regular season,Sat,Rangers,Hearts,W,5,0,53.0,50354,James Tavernier,Nick Walsh,L,0,5,47.0,50354,Lawrence Shankland,3-5-2,4-2-3-1,W,5.0,0.0,5,17.0,12.0,70.6,0.29,0.42,0,0,L,0.0,5.0,0,11.0,5.0,45.5,0.0,0.0,0,0,W,5.0,0.0,0.0,0.0,0.0,5.0,100.0,0,0,0,0,L,0.0,5.0,5.0,5.0,5.0,12.0,7.0,58.3,0,0,0,0,2023/2024,23/24
2024-03-02,15:00,Premiership,Regular season,Sat,Rangers,Motherwell,L,1,2,70.0,50281,James Tavernier,Alan Muir,W,2,1,30.0,50281,Liam Kelly,3-4-3,4-2-3-1,L,1.0,2.0,1,31.0,11.0,35.5,0.0,0.0,1,1,W,2.0,1.0,2,15.0,5.0,33.3,0.13,0.4,0,0,L,1.0,2.0,2.0,2.0,2.0,3.0,60.0,0,0,0,0,W,2.0,1.0,1.0,1.0,1.0,9.0,9.0,100.0,1,1,0,0,2023/2024,23/24
2024-03-30,15:00,Premiership,Regular season,Sat,Rangers,Hibernian,W,3,1,60.0,50304,James Tavernier,David Dickinson,L,1,3,40.0,50304,Joe Newell,4-1-4-1,4-2-3-1,W,3.0,1.0,3,24.0,8.0,33.3,0.13,0.38,0,1,L,1.0,3.0,1,6.0,1.0,16.7,0.17,1.0,0,0,W,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,L,1.0,3.0,3.0,3.0,3.0,5.0,3.0,40.0,1,0,1,0,2023/2024,23/24
2024-04-07,12:00,Premiership,Regular season,Sun,Rangers,Celtic,D,3,3,54.0,50936,James Tavernier,John Beaton,D,3,3,46.0,50936,Cameron Carter-Vickers,4-3-3,4-2-3-1,D,3.0,3.0,3,12.0,5.0,41.7,0.17,0.4,1,1,D,3.0,3.0,3,14.0,7.0,50.0,0.14,0.29,1,1,D,3.0,3.0,3.0,3.0,3.0,4.0,66.7,1,1,0,0,D,3.0,3.0,3.0,3.0,3.0,4.0,2.0,50.0,1,1,0,0,2023/2024,23/24
2024-05-05,13:00,Premiership,Championship round,Sun,Rangers,Kilmarnock,W,4,1,74.0,49553,James Tavernier,David Dickinson,L,1,4,26.0,49553,Kyle Vassell,4-4-1-1,4-2-3-1,W,4.0,1.0,4,41.0,15.0,36.6,0.1,0.27,0,1,L,1.0,4.0,0,5.0,2.0,40.0,0.0,0.0,0,0,W,4.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,L,1.0,4.0,4.0,4.0,4.0,13.0,10.0,69.2,1,0,1,0,2023/2024,23/24
2024-05-14,19:30,Premiership,Championship round,Tue,Rangers,Dundee,W,5,2,62.0,45760,James Tavernier,Matthew MacDermid,L,2,5,38.0,45760,Luke McCowan,4-1-4-1,4-2-3-1,W,5.0,2.0,5,31.0,13.0,41.9,0.16,0.38,0,0,L,2.0,5.0,2,11.0,5.0,45.5,0.18,0.4,0,0,W,5.0,2.0,2.0,2.0,2.0,3.0,60.0,0,0,0,0,L,2.0,5.0,5.0,5.0,5.0,13.0,8.0,61.5,0,0,0,0,2023/2024,23/24
2023-08-13,15:00,Premiership,Regular season,Sun,Hearts,Kilmarnock,D,0,0,64.0,18455,Lawrence Shankland,David Dickinson,D,0,0,36.0,18455,Brad Lyons,3-5-2,4-2-3-1,D,0.0,0.0,0,8.0,1.0,12.5,0.0,0.0,0,0,D,0.0,0.0,0,15.0,5.0,33.3,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,5.0,100.0,0,0,0,0,D,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0,0,0,0,2023/2024,23/24
2023-09-03,15:00,Premiership,Regular season,Sun,Hearts,Motherwell,L,0,1,69.0,18353,Lawrence Shankland,Grant Irvine,W,1,0,31.0,18353,Liam Kelly,5-4-1,4-2-3-1,L,0.0,1.0,0,18.0,1.0,5.6,0.0,0.0,0,0,W,1.0,0.0,1,8.0,4.0,50.0,0.13,0.25,0,0,L,0.0,1.0,1.0,1.0,1.0,3.0,75.0,0,0,0,0,W,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0,0,0,0,2023/2024,23/24
2023-09-16,15:00,Premiership,Regular season,Sat,Hearts,Aberdeen,W,2,0,53.0,18626,Lawrence Shankland,Kevin Clancy,L,0,2,47.0,18626,Graeme Shinnie,3-4-1-2,4-2-3-1,W,2.0,0.0,2,12.0,4.0,33.3,0.17,0.5,0,0,L,0.0,2.0,0,11.0,5.0,45.5,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,5.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,4.0,2.0,50.0,0,0,0,0,2023/2024,23/24
2023-10-07,15:00,Premiership,Regular season,Sat,Hearts,Hibernian,D,2,2,50.0,18675,Lawrence Shankland,William Collum,D,2,2,50.0,18675,Joe Newell,4-4-2,4-2-3-1,D,2.0,2.0,1,21.0,5.0,23.8,0.05,0.2,0,0,D,2.0,2.0,2,17.0,3.0,17.6,0.12,0.67,0,0,D,2.0,2.0,2.0,2.0,2.0,1.0,33.3,0,0,0,0,D,2.0,2.0,2.0,2.0,2.0,6.0,4.0,66.7,0,0,0,0,2023/2024,23/24
2023-10-22,14:15,Premiership,Regular season,Sun,Hearts,Celtic,L,1,4,42.0,17608,Lawrence Shankland,Nick Walsh,W,4,1,58.0,17608,Callum McGregor,4-3-3,4-2-3-1,L,1.0,4.0,1,13.0,6.0,46.2,0.08,0.17,0,0,W,4.0,1.0,4,19.0,7.0,36.8,0.21,0.57,0,1,L,1.0,4.0,4.0,4.0,4.0,3.0,42.9,1,0,0,1,W,4.0,1.0,1.0,1.0,1.0,6.0,5.0,83.3,0,0,0,0,2023/2024,23/24
2023-11-01,19:45,Premiership,Regular season,Wed,Hearts,Livingston,W,1,0,77.0,17970,Lawrence Shankland,Chris Graham,L,0,1,23.0,17970,Michael Devlin,4-3-1-2,3-4-1-2,W,1.0,0.0,1,25.0,10.0,40.0,0.04,0.1,0,0,L,0.0,1.0,0,3.0,0.0,0.0,0.0,,0,0,W,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,10.0,9.0,90.0,0,0,0,0,2023/2024,23/24
