fbref_date,fbref_time,fbref_comp,fbref_round,fbref_day,fbref_hometeam,fbref_awayteam,fbref_score_fixtures_hometeam_result,fbref_score_fixtures_hometeam_gf,fbref_score_fixtures_hometeam_ga,fbref_score_fixtures_hometeam_poss,fbref_score_fixtures_hometeam_attendance,fbref_score_fixtures_hometeam_captain,fbref_referee,fbref_score_fixtures_awayteam_result,fbref_score_fixtures_awayteam_gf,fbref_score_fixtures_awayteam_ga,fbref_score_fixtures_awayteam_poss,fbref_score_fixtures_awayteam_attendance,fbref_score_fixtures_awayteam_captain,fbref_score_fixtures_awayteam_formation,fbref_score_fixtures_hometeam_formation,fbref_shooting_hometeam_result,fbref_shooting_hometeam_gf,fbref_shooting_hometeam_ga,fbref_shooting_hometeam_gls,fbref_shooting_hometeam_sh,fbref_shooting_hometeam_sot,fbref_shooting_hometeam_sot_percentage,fbref_shooting_hometeam_gsh,fbref_shooting_hometeam_gsot,fbref_shooting_hometeam_pk,fbref_shooting_hometeam_pkatt,fbref_shooting_awayteam_result,fbref_shooting_awayteam_gf,fbref_shooting_awayteam_ga,fbref_shooting_awayteam_gls,fbref_shooting_awayteam_sh,fbref_shooting_awayteam_sot,fbref_shooting_awayteam_sot_percentage,fbref_shooting_awayteam_gsh,fbref_shooting_awayteam_gsot,fbref_shooting_awayteam_pk,fbref_shooting_awayteam_pkatt,fbref_goalkeeping_hometeam_result,fbref_goalkeeping_hometeam_gf,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_saves,fbref_goalkeeping_hometeam_save_percentage,fbref_goalkeeping_hometeam_pkatt,fbref_goalkeeping_hometeam_pka,fbref_goalkeeping_hometeam_pksv,fbref_goalkeeping_hometeam_pkm,fbref_goalkeeping_awayteam_result,fbref_goalkeeping_awayteam_gf,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_sota,fbref_goalkeeping_awayteam_saves,fbref_goalkeeping_awayteam_save_percentage,fbref_goalkeeping_awayteam_pkatt,fbref_goalkeeping_awayteam_pka,fbref_goalkeeping_awayteam_pksv,fbref_goalkeeping_awayteam_pkm,fbref_full_season_format,fbref_shortened_season
2014-08-16,12:45,Premiership,Regular season,Sat,Celtic,Dundee United,W,6,1,,44484,,Craig Thomson,L,1,6,,44484,,,,W,6.0,1.0,6,,,,,,0,0,L,1.0,6.0,1,,,,,,0,0,W,6.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,L,1.0,6.0,6.0,6.0,6.0,,,,0.0,0.0,0.0,0.0,2014/2015,14/15
2014-09-13,12:45,Premiership,Regular season,Sat,Celtic,Aberdeen,W,2,1,,43640,,Bobby Madden,L,1,2,,43640,,,,W,2.0,1.0,2,,,,,,0,0,L,1.0,2.0,1,,,,,,0,0,W,2.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,L,1.0,2.0,2.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,2014/2015,14/15
2014-09-21,15:00,Premiership,Regular season,Sun,Celtic,Motherwell,D,1,1,,41719,,Brian Colvin,D,1,1,,41719,,,,D,1.0,1.0,1,,,,,,1,1,D,1.0,1.0,1,,,,,,0,0,D,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,D,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.0,0.0,2014/2015,14/15
2014-10-05,13:00,Premiership,Regular season,Sun,Celtic,Hamilton,L,0,1,,42412,,Steven McLean,W,1,0,,42412,,,,L,0.0,1.0,0,,,,,,0,0,W,1.0,0.0,1,,,,,,0,0,L,0.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,W,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2014/2015,14/15
2014-10-26,13:00,Premiership,Regular season,Sun,Celtic,Kilmarnock,W,2,0,,42800,,William Collum,L,0,2,,42800,,,,W,2.0,0.0,2,,,,,,0,0,L,0.0,2.0,0,,,,,,0,0,W,2.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,L,0.0,2.0,2.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,2014/2015,14/15
2014-11-01,15:00,Premiership,Regular season,Sat,Celtic,Inverness CT,W,1,0,,42553,,Craig Thomson,L,0,1,,42553,,,,W,1.0,0.0,1,,,,,,0,0,L,0.0,1.0,0,,,,,,0,0,W,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,L,0.0,1.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,2014/2015,14/15
2014-11-22,15:00,Premiership,Regular season,Sat,Celtic,Dundee,W,2,1,,43787,,Kevin Clancy,L,1,2,,43787,,,,W,2.0,1.0,2,,,,,,0,0,L,1.0,2.0,1,,,,,,0,0,W,2.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,L,1.0,2.0,2.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,2014/2015,14/15
2014-12-03,19:45,Premiership,Regular season,Wed,Celtic,Partick Thistle,W,1,0,,40633,,Brian Colvin,L,0,1,,40633,,,,W,1.0,0.0,1,,,,,,0,0,L,0.0,1.0,0,,,,,,0,0,W,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,L,0.0,1.0,1.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,2014/2015,14/15
2014-12-14,13:00,Premiership,Regular season,Sun,Celtic,St Mirren,W,4,1,,44827,,Craig Thomson,L,1,4,,44827,,,,W,4.0,1.0,4,,,,,,0,0,L,1.0,4.0,1,,,,,,0,0,W,4.0,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,L,1.0,4.0,4.0,4.0,4.0,,,,0.0,0.0,0.0,0.0,2014/2015,14/15
2014-12-27,15:00,Premiership,Regular season,Sat,Celtic,Ross County,D,0,0,,45798,,Crawford Allan,D,0,0,,45798,,,,D,0.0,0.0,0,,,,,,0,0,D,0.0,0.0,0,,,,,,0,0,D,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2014/2015,14/15
