fbref_date,fbref_time,fbref_comp,fbref_round,fbref_day,fbref_hometeam,fbref_awayteam,fbref_score_fixtures_hometeam_result,fbref_score_fixtures_hometeam_gf,fbref_score_fixtures_hometeam_ga,fbref_score_fixtures_hometeam_poss,fbref_score_fixtures_hometeam_attendance,fbref_score_fixtures_hometeam_captain,fbref_referee,fbref_score_fixtures_awayteam_result,fbref_score_fixtures_awayteam_gf,fbref_score_fixtures_awayteam_ga,fbref_score_fixtures_awayteam_poss,fbref_score_fixtures_awayteam_attendance,fbref_score_fixtures_awayteam_captain,fbref_score_fixtures_awayteam_formation,fbref_score_fixtures_hometeam_formation,fbref_shooting_hometeam_result,fbref_shooting_hometeam_gf,fbref_shooting_hometeam_ga,fbref_shooting_hometeam_gls,fbref_shooting_hometeam_sh,fbref_shooting_hometeam_sot,fbref_shooting_hometeam_sot_percentage,fbref_shooting_hometeam_gsh,fbref_shooting_hometeam_gsot,fbref_shooting_hometeam_pk,fbref_shooting_hometeam_pkatt,fbref_shooting_awayteam_result,fbref_shooting_awayteam_gf,fbref_shooting_awayteam_ga,fbref_shooting_awayteam_gls,fbref_shooting_awayteam_sh,fbref_shooting_awayteam_sot,fbref_shooting_awayteam_sot_percentage,fbref_shooting_awayteam_gsh,fbref_shooting_awayteam_gsot,fbref_shooting_awayteam_pk,fbref_shooting_awayteam_pkatt,fbref_goalkeeping_hometeam_result,fbref_goalkeeping_hometeam_gf,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_saves,fbref_goalkeeping_hometeam_save_percentage,fbref_goalkeeping_hometeam_pkatt,fbref_goalkeeping_hometeam_pka,fbref_goalkeeping_hometeam_pksv,fbref_goalkeeping_hometeam_pkm,fbref_goalkeeping_awayteam_result,fbref_goalkeeping_awayteam_gf,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_sota,fbref_goalkeeping_awayteam_saves,fbref_goalkeeping_awayteam_save_percentage,fbref_goalkeeping_awayteam_pkatt,fbref_goalkeeping_awayteam_pka,fbref_goalkeeping_awayteam_pksv,fbref_goalkeeping_awayteam_pkm,fbref_full_season_format,fbref_shortened_season
2018-08-04,15:00,Premiership,Regular season,Sat,Celtic,Livingston,W,3,1,,58778,Scott Brown,Nick Walsh,L,1,3,,58778,Craig Halkett,3-5-2,4-2-3-1,W,3.0,1.0,3,,,,,,1,1,L,1.0,3.0,1,,,,,,0,0,W,3.0,1.0,1,1.0,1,,,0,0,0,0,L,1.0,3.0,3,3.0,3,,,,1,1,0,0,2018/2019,18/19
2018-08-26,15:00,Premiership,Regular season,Sun,Celtic,Hamilton,W,1,0,,56044,Scott Brown,Don Robertson,L,0,1,,56044,Darian MacKinnon,3-5-2,3-4-1-2,W,1.0,0.0,1,,,,,,0,0,L,0.0,1.0,0,,,,,,0,0,W,1.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,1.0,1,1.0,1,,,,0,0,0,0,2018/2019,18/19
2018-09-02,12:00,Premiership,Regular season,Sun,Celtic,Rangers,W,1,0,,58865,Scott Brown,William Collum,L,0,1,,58865,James Tavernier,4-4-2,4-2-3-1,W,1.0,0.0,1,,,,,,0,0,L,0.0,1.0,0,,,,,,0,0,W,1.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,1.0,1,1.0,1,,,,0,0,0,0,2018/2019,18/19
2018-09-29,15:00,Premiership,Regular season,Sat,Celtic,Aberdeen,W,1,0,,59143,Scott Brown,Bobby Madden,L,0,1,,59143,Graeme Shinnie,4-4-2,4-2-3-1,W,1.0,0.0,1,,,,,,0,0,L,0.0,1.0,0,,,,,,0,0,W,1.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,1.0,1,1.0,1,,,,0,0,0,0,2018/2019,18/19
2018-10-20,15:00,Premiership,Regular season,Sat,Celtic,Hibernian,W,4,2,,58452,Scott Brown,Don Robertson,L,2,4,,58452,Efe Ambrose,4-5-1,3-4-3,W,4.0,2.0,4,,,,,,0,0,L,2.0,4.0,2,,,,,,0,0,W,4.0,2.0,2,2.0,2,,,0,0,0,0,L,2.0,4.0,4,4.0,4,,,,0,0,0,0,2018/2019,18/19
2018-11-03,15:00,Premiership,Regular season,Sat,Celtic,Hearts,W,5,0,,58831,Mikael Lustig,John Beaton,L,0,5,,58831,Peter Haring,4-1-4-1,4-2-3-1,W,5.0,0.0,5,,,,,,1,1,L,0.0,5.0,0,,,,,,0,0,W,5.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,5.0,5,5.0,5,,,,1,1,0,0,2018/2019,18/19
2018-12-08,15:00,Premiership,Regular season,Sat,Celtic,Kilmarnock,W,5,1,,58457,Mikael Lustig,Nick Walsh,L,1,5,,58457,Gary Dicker,4-5-1,4-1-4-1,W,5.0,1.0,5,,,,,,0,0,L,1.0,5.0,1,,,,,,1,1,W,5.0,1.0,1,1.0,1,,,1,1,0,0,L,1.0,5.0,5,5.0,5,,,,0,0,0,0,2018/2019,18/19
2018-12-19,19:45,Premiership,Regular season,Wed,Celtic,Motherwell,W,3,0,,54703,Scott Brown,Bobby Madden,L,0,3,,54703,Richard Tait,4-4-2,4-2-3-1,W,3.0,0.0,3,,,,,,1,1,L,0.0,3.0,0,,,,,,0,0,W,3.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,3.0,3,3.0,3,,,,1,1,0,0,2018/2019,18/19
2018-12-22,15:00,Premiership,Regular season,Sat,Celtic,Dundee,W,3,0,,57234,Callum McGregor,Euan Anderson,L,0,3,,57234,Paul McGowan,4-1-4-1,4-1-4-1,W,3.0,0.0,3,,,,,,0,0,L,0.0,3.0,0,,,,,,0,0,W,3.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,3.0,3,3.0,3,,,,0,0,0,0,2018/2019,18/19
2019-01-23,19:45,Premiership,Regular season,Wed,Celtic,St Mirren,W,4,0,,54821,Scott Brown,Euan Anderson,L,0,4,,54821,Stephen McGinn,4-1-4-1,4-2-3-1,W,4.0,0.0,4,,,,,,1,1,L,0.0,4.0,0,,,,,,0,0,W,4.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,4.0,4,4.0,4,,,,1,1,0,0,2018/2019,18/19
2019-01-26,15:00,Premiership,Regular season,Sat,Celtic,Hamilton,W,3,0,,58264,Scott Brown,Alan Muir,L,0,3,,58264,Dougie Imrie,5-4-1,4-2-3-1,W,3.0,0.0,3,,,,,,0,0,L,0.0,3.0,0,,,,,,0,0,W,3.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,3.0,3,3.0,3,,,,0,0,0,0,2018/2019,18/19
2019-01-30,19:45,Premiership,Regular season,Wed,Celtic,St Johnstone,W,2,0,,54563,Scott Brown,Greg Aitken,L,0,2,,54563,Joe Shaughnessy,4-4-1-1,4-2-3-1,W,2.0,0.0,2,,,,,,0,0,L,0.0,2.0,0,,,,,,0,0,W,2.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,2.0,2,2.0,2,,,,0,0,0,0,2018/2019,18/19
2019-02-06,19:45,Premiership,Regular season,Wed,Celtic,Hibernian,W,2,0,,56730,Scott Brown,Craig Thomson,L,0,2,,56730,David Gray,4-5-1,4-2-3-1,W,2.0,0.0,2,,,,,,0,0,L,0.0,2.0,0,,,,,,0,0,W,2.0,0.0,0,0.0,0,,,0,0,0,0,L,0.0,2.0,2,2.0,2,,,,0,0,0,0,2018/2019,18/19
2019-02-24,15:00,Premiership,Regular season,Sun,Celtic,Motherwell,W,4,1,,58604,Kieran Tierney,Kevin Clancy,L,1,4,,58604,Richard Tait,4-3-3,4-2-3-1,W,4.0,1.0,4,,,,,,0,0,L,1.0,4.0,1,,,,,,0,0,W,4.0,1.0,1,1.0,1,,,0,0,0,0,L,1.0,4.0,4,4.0,4,,,,0,0,0,0,2018/2019,18/19
2019-03-09,15:00,Premiership,Regular season,Sat,Celtic,Aberdeen,D,0,0,,59123,Scott Brown,Craig Thomson,D,0,0,,59123,Graeme Shinnie,4-4-2,4-2-3-1,D,0.0,0.0,0,,,,,,0,0,D,0.0,0.0,0,,,,,,0,0,D,0.0,0.0,0,0.0,0,,,0,0,0,0,D,0.0,0.0,0,0.0,0,,,,0,0,0,0,2018/2019,18/19
