fbref_date,fbref_time,fbref_comp,fbref_round,fbref_day,fbref_hometeam,fbref_awayteam,fbref_score_fixtures_hometeam_result,fbref_score_fixtures_hometeam_gf,fbref_score_fixtures_hometeam_ga,fbref_score_fixtures_hometeam_poss,fbref_score_fixtures_hometeam_attendance,fbref_score_fixtures_hometeam_captain,fbref_referee,fbref_score_fixtures_awayteam_result,fbref_score_fixtures_awayteam_gf,fbref_score_fixtures_awayteam_ga,fbref_score_fixtures_awayteam_poss,fbref_score_fixtures_awayteam_attendance,fbref_score_fixtures_awayteam_captain,fbref_score_fixtures_awayteam_formation,fbref_score_fixtures_hometeam_formation,fbref_shooting_hometeam_result,fbref_shooting_hometeam_gf,fbref_shooting_hometeam_ga,fbref_shooting_hometeam_gls,fbref_shooting_hometeam_sh,fbref_shooting_hometeam_sot,fbref_shooting_hometeam_sot_percentage,fbref_shooting_hometeam_gsh,fbref_shooting_hometeam_gsot,fbref_shooting_hometeam_pk,fbref_shooting_hometeam_pkatt,fbref_shooting_awayteam_result,fbref_shooting_awayteam_gf,fbref_shooting_awayteam_ga,fbref_shooting_awayteam_gls,fbref_shooting_awayteam_sh,fbref_shooting_awayteam_sot,fbref_shooting_awayteam_sot_percentage,fbref_shooting_awayteam_gsh,fbref_shooting_awayteam_gsot,fbref_shooting_awayteam_pk,fbref_shooting_awayteam_pkatt,fbref_goalkeeping_hometeam_result,fbref_goalkeeping_hometeam_gf,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_ga,fbref_goalkeeping_hometeam_saves,fbref_goalkeeping_hometeam_save_percentage,fbref_goalkeeping_hometeam_pkatt,fbref_goalkeeping_hometeam_pka,fbref_goalkeeping_hometeam_pksv,fbref_goalkeeping_hometeam_pkm,fbref_goalkeeping_awayteam_result,fbref_goalkeeping_awayteam_gf,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_ga,fbref_goalkeeping_awayteam_sota,fbref_goalkeeping_awayteam_saves,fbref_goalkeeping_awayteam_save_percentage,fbref_goalkeeping_awayteam_pkatt,fbref_goalkeeping_awayteam_pka,fbref_goalkeeping_awayteam_pksv,fbref_goalkeeping_awayteam_pkm,fbref_full_season_format,fbref_shortened_season
2023-01-18,19:45,Premiership,Regular season,Wed,Celtic,St Mirren,W,4,0,76.0,58493,Callum McGregor,Steven McLean,L,0,4,24.0,58493,Joe Shaughnessy,5-3-2,4-3-3,W,4.0,0.0,4,17.0,6.0,35.3,0.24,0.67,0,0,L,0.0,4.0,0,9.0,3.0,33.3,0.0,0.0,0,0,W,4.0,0.0,0.0,0.0,0.0,3.0,100.0,0,0,0,0,L,0.0,4.0,4.0,4.0,4.0,6.0,2.0,33.3,0,0,0,0,2022/2023,22/23
2023-02-01,19:45,Premiership,Regular season,Wed,Celtic,Livingston,W,3,0,81.0,58295,Callum McGregor,Nick Walsh,L,0,3,19.0,58295,Nicky Devlin,3-5-1-1,4-3-3,W,3.0,0.0,3,15.0,5.0,33.3,0.2,0.6,0,0,L,0.0,3.0,0,6.0,0.0,0.0,0.0,,0,0,W,3.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,5.0,2.0,40.0,0,0,0,0,2022/2023,22/23
2023-02-18,15:00,Premiership,Regular season,Sat,Celtic,Aberdeen,W,4,0,78.0,59090,Callum McGregor,William Collum,L,0,4,22.0,59090,Graeme Shinnie,3-5-2,4-3-3,W,4.0,0.0,4,20.0,10.0,50.0,0.2,0.4,0,0,L,0.0,4.0,0,5.0,0.0,0.0,0.0,,0,0,W,4.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,4.0,4.0,4.0,4.0,11.0,7.0,63.6,0,0,0,0,2022/2023,22/23
2023-03-08,19:45,Premiership,Regular season,Wed,Celtic,Hearts,W,3,1,71.0,58951,Callum McGregor,Alan Muir,L,1,3,29.0,58951,Zander Clark,3-5-2,4-3-3,W,3.0,1.0,3,11.0,3.0,27.3,0.27,1.0,0,0,L,1.0,3.0,1,5.0,3.0,60.0,0.2,0.33,0,0,W,3.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,L,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0,0,0,0,2022/2023,22/23
2023-03-18,15:00,Premiership,Regular season,Sat,Celtic,Hibernian,W,3,1,79.0,59156,Callum McGregor,Steven McLean,L,1,3,21.0,59156,David Marshall,5-3-2,4-3-3,W,3.0,1.0,3,35.0,9.0,25.7,0.06,0.22,1,1,L,1.0,3.0,1,3.0,1.0,33.3,0.0,0.0,1,1,W,3.0,1.0,1.0,1.0,1.0,0.0,,1,1,0,0,L,1.0,3.0,3.0,3.0,3.0,7.0,5.0,71.4,1,1,0,0,2022/2023,22/23
2023-04-08,12:30,Premiership,Regular season,Sat,Celtic,Rangers,W,3,2,55.0,59646,Callum McGregor,Kevin Clancy,L,2,3,45.0,59646,James Tavernier,4-2-3-1,4-3-3,W,3.0,2.0,3,9.0,7.0,77.8,0.33,0.43,0,0,L,2.0,3.0,2,8.0,3.0,37.5,0.25,0.67,0,0,W,3.0,2.0,2.0,2.0,2.0,1.0,33.3,0,0,0,0,L,2.0,3.0,3.0,3.0,3.0,7.0,4.0,57.1,0,0,0,0,2022/2023,22/23
2023-04-22,15:00,Premiership,Regular season,Sat,Celtic,Motherwell,D,1,1,78.0,58145,Callum McGregor,John Beaton,D,1,1,22.0,58145,Liam Kelly,3-4-1-2,4-2-3-1,D,1.0,1.0,1,16.0,5.0,31.3,0.06,0.2,0,0,D,1.0,1.0,1,6.0,3.0,50.0,0.17,0.33,0,0,D,1.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,5.0,4.0,80.0,0,0,0,0,2022/2023,22/23
2023-05-20,15:00,Premiership,Championship round,Sat,Celtic,St Mirren,D,2,2,77.0,58742,Callum McGregor,David Munro,D,2,2,23.0,58742,Joe Shaughnessy,5-3-2,4-3-3,D,2.0,2.0,2,21.0,6.0,28.6,0.1,0.33,0,0,D,2.0,2.0,2,10.0,2.0,20.0,0.2,1.0,0,0,D,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0,0,0,D,2.0,2.0,2.0,2.0,2.0,7.0,5.0,71.4,0,0,0,0,2022/2023,22/23
2023-05-27,12:30,Premiership,Championship round,Sat,Celtic,Aberdeen,W,5,0,76.0,59146,Callum McGregor,Alan Muir,L,0,5,24.0,59146,Graeme Shinnie,3-5-2,4-3-3,W,5.0,0.0,5,20.0,8.0,40.0,0.25,0.63,0,0,L,0.0,5.0,0,0.0,0.0,,,,0,0,W,5.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,5.0,5.0,5.0,5.0,8.0,3.0,37.5,0,0,0,0,2022/2023,22/23
2022-08-06,15:00,Premiership,Regular season,Sat,Rangers,Kilmarnock,W,2,0,73.0,49600,James Tavernier,Kevin Clancy,L,0,2,27.0,49600,Alan Power,3-4-3,4-3-3,W,2.0,0.0,2,18.0,4.0,22.2,0.11,0.5,0,0,L,0.0,2.0,0,4.0,0.0,0.0,0.0,,0,0,W,2.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,4.0,2.0,50.0,0,0,0,0,2022/2023,22/23
2022-08-13,15:00,Premiership,Regular season,Sat,Rangers,St Johnstone,W,4,0,71.0,48665,James Tavernier,Nick Walsh,L,0,4,29.0,48665,Melker Hallberg,3-4-3,4-3-3,W,4.0,0.0,4,23.0,7.0,30.4,0.17,0.57,0,0,L,0.0,4.0,0,4.0,1.0,25.0,0.0,0.0,0,0,W,4.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,4.0,4.0,4.0,4.0,7.0,3.0,42.9,0,0,0,0,2022/2023,22/23
2022-08-27,15:00,Premiership,Regular season,Sat,Rangers,Ross County,W,4,0,73.0,48899,James Tavernier,Don Robertson,L,0,4,28.0,48899,Keith Watson,4-2-3-1,4-2-3-1,W,4.0,0.0,4,31.0,13.0,41.9,0.13,0.31,0,0,L,0,4,0,4.0,0.0,0.0,0.0,,0,0,W,4.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0,4,4.0,4,4.0,13.0,9.0,69.2,0,0,0,0,2022/2023,22/23
2022-09-17,15:00,Premiership,Regular season,Sat,Rangers,Dundee United,W,2,1,66.0,49334,James Tavernier,Kevin Clancy,L,1,2,34.0,49334,Ryan Edwards,5-4-1,4-2-3-1,W,2.0,1.0,2,16.0,6.0,37.5,0.13,0.33,0,0,L,1.0,2.0,1,10.0,5.0,50.0,0.1,0.2,0,0,W,2.0,1.0,1.0,1.0,1.0,4.0,80.0,0,0,0,0,L,1.0,2.0,2.0,2.0,2.0,6.0,4.0,66.7,0,0,0,0,2022/2023,22/23
2022-10-08,15:00,Premiership,Regular season,Sat,Rangers,St Mirren,W,4,0,71.0,49274,James Tavernier,Nick Walsh,L,0,4,29.0,49274,Mark O'Hara,5-3-2,4-2-3-1,W,4.0,0.0,4,19.0,8.0,42.1,0.16,0.38,1,1,L,0.0,4.0,0,9.0,3.0,33.3,0.0,0.0,0,0,W,4.0,0.0,0.0,0.0,0.0,3.0,100.0,0,0,0,0,L,0.0,4.0,4.0,4.0,4.0,7.0,4.0,57.1,1,1,0,0,2022/2023,22/23
2022-10-22,15:00,Premiership,Regular season,Sat,Rangers,Livingston,D,1,1,80.0,48855,James Tavernier,David Munro,D,1,1,20.0,48855,Nicky Devlin,4-3-2-1,4-2-3-1,D,1.0,1.0,1,24.0,3.0,12.5,0.04,0.33,0,0,D,1.0,1.0,1,5.0,1.0,20.0,0.2,1.0,0,0,D,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,D,1.0,1.0,1.0,1.0,1.0,3.0,2.0,66.7,0,0,0,0,2022/2023,22/23
2022-10-29,15:00,Premiership,Regular season,Sat,Rangers,Aberdeen,W,4,1,70.0,49365,James Tavernier,Nick Walsh,L,1,4,30.0,49365,Anthony Stewart,3-1-4-2,4-2-3-1,W,4.0,1.0,4,36.0,13.0,36.1,0.11,0.31,0,1,L,1.0,4.0,1,5.0,1.0,20.0,0.2,1.0,0,0,W,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,L,1.0,4.0,4.0,4.0,4.0,11.0,7.0,63.6,1,0,0,1,2022/2023,22/23
2022-11-09,19:45,Premiership,Regular season,Wed,Rangers,Hearts,W,1,0,54.0,48376,James Tavernier,John Beaton,L,0,1,46.0,48376,Craig Gordon,4-2-3-1,4-2-3-1,W,1.0,0.0,1,17.0,6.0,35.3,0.06,0.17,0,0,L,0.0,1.0,0,7.0,0.0,0.0,0.0,,0,0,W,1.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,6.0,5.0,83.3,0,0,0,0,2022/2023,22/23
2022-12-15,20:00,Premiership,Regular season,Thu,Rangers,Hibernian,W,3,2,72.0,48671,James Tavernier,Nick Walsh,L,2,3,28.0,48671,David Marshall,4-4-2,4-2-3-1,W,3.0,2.0,3,22.0,9.0,40.9,0.14,0.33,0,0,L,2.0,3.0,2,8.0,5.0,62.5,0.25,0.4,0,0,W,3.0,2.0,2.0,2.0,2.0,3.0,60.0,0,0,0,0,L,2.0,3.0,3.0,3.0,3.0,9.0,6.0,66.7,0,0,0,0,2022/2023,22/23
2022-12-28,19:45,Premiership,Regular season,Wed,Rangers,Motherwell,W,3,0,66.0,49605,James Tavernier,David Dickinson,L,0,3,34.0,49605,Liam Kelly,4-5-1,4-2-3-1,W,3.0,0.0,3,19.0,10.0,52.6,0.16,0.3,0,0,L,0.0,3.0,0,6.0,2.0,33.3,0.0,0.0,0,0,W,3.0,0.0,0.0,0.0,0.0,2.0,100.0,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,8.0,5.0,62.5,0,0,0,0,2022/2023,22/23
2023-01-02,12:30,Premiership,Regular season,Mon,Rangers,Celtic,D,2,2,40.0,50066,James Tavernier,John Beaton,D,2,2,60.0,50066,Callum McGregor,4-3-3,4-2-3-1,D,2.0,2.0,2,15.0,5.0,33.3,0.07,0.2,1,1,D,2.0,2.0,2,8.0,2.0,25.0,0.25,1.0,0,0,D,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0,0,0,D,2.0,2.0,2.0,2.0,2.0,4.0,3.0,75.0,1,1,0,0,2022/2023,22/23
2023-01-28,15:00,Premiership,Regular season,Sat,Rangers,St Johnstone,W,2,0,69.0,49672,James Tavernier,William Collum,L,0,2,31.0,49672,Liam Gordon,4-2-3-1,4-2-3-1,W,2.0,0.0,2,20.0,11.0,55.0,0.05,0.09,1,1,L,0.0,2.0,0,4.0,1.0,25.0,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,11.0,10.0,90.9,1,1,0,0,2022/2023,22/23
2023-02-04,15:00,Premiership,Regular season,Sat,Rangers,Ross County,W,2,1,70.0,49115,James Tavernier,Euan Anderson,L,1,2,30.0,49115,Keith Watson,3-4-1-2,4-2-3-1,W,2.0,1.0,2,26.0,7.0,26.9,0.08,0.29,0,0,L,1,2,1,10.0,3.0,30.0,0.1,0.33,0,0,W,2.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,L,1,2,2.0,2,2.0,7.0,5.0,71.4,0,0,0,0,2022/2023,22/23
2023-03-04,15:00,Premiership,Regular season,Sat,Rangers,Kilmarnock,W,3,1,74.0,49545,James Tavernier,William Collum,L,1,3,27.0,49545,Alan Power,3-5-2,4-3-3,W,3.0,1.0,3,21.0,8.0,38.1,0.1,0.25,1,1,L,1.0,3.0,1,3.0,2.0,66.7,0.33,0.5,0,0,W,3.0,1.0,1.0,1.0,1.0,1.0,50.0,0,0,0,0,L,1.0,3.0,3.0,3.0,3.0,7.0,5.0,71.4,1,1,0,0,2022/2023,22/23
2023-04-01,15:00,Premiership,Regular season,Sat,Rangers,Dundee United,W,2,0,77.0,49969,James Tavernier,Don Robertson,L,0,2,23.0,49969,Ryan Edwards,3-4-3,4-2-3-1,W,2.0,0.0,2,28.0,7.0,25.0,0.07,0.29,0,0,L,0.0,2.0,0,9.0,4.0,44.4,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,4.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,7.0,5.0,71.4,0,0,0,0,2022/2023,22/23
2023-04-15,15:00,Premiership,Regular season,Sat,Rangers,St Mirren,W,5,2,78.0,48703,James Tavernier,Steven McLean,L,2,5,22.0,48703,Joe Shaughnessy,5-3-2,4-2-3-1,W,5.0,2.0,5,23.0,11.0,47.8,0.22,0.45,0,1,L,2.0,5.0,2,5.0,4.0,80.0,0.4,0.5,0,0,W,5.0,2.0,2.0,2.0,2.0,2.0,50.0,0,0,0,0,L,2.0,5.0,5.0,5.0,5.0,9.0,5.0,44.4,1,0,1,0,2022/2023,22/23
2023-05-07,15:00,Premiership,Championship round,Sun,Rangers,Aberdeen,W,1,0,71.0,46961,James Tavernier,John Beaton,L,0,1,29.0,46961,Jonny Hayes,3-5-2,4-2-3-1,W,1.0,0.0,1,19.0,7.0,36.8,0.05,0.14,0,0,L,0.0,1.0,0,11.0,4.0,36.4,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,4.0,100.0,0,0,0,0,L,0.0,1.0,1.0,1.0,1.0,7.0,6.0,85.7,0,0,0,0,2022/2023,22/23
2023-05-13,12:30,Premiership,Championship round,Sat,Rangers,Celtic,W,3,0,32.0,50104,James Tavernier,Steven McLean,L,0,3,68.0,50104,Callum McGregor,4-3-3,4-3-1-2,W,3.0,0.0,3,16.0,8.0,50.0,0.19,0.38,0,0,L,0.0,3.0,0,8.0,1.0,12.5,0.0,0.0,0,0,W,3.0,0.0,0.0,0.0,0.0,1.0,100.0,0,0,0,0,L,0.0,3.0,3.0,3.0,3.0,8.0,5.0,62.5,0,0,0,0,2022/2023,22/23
2023-05-24,19:45,Premiership,Championship round,Wed,Rangers,Hearts,D,2,2,69.0,48428,James Tavernier,John Beaton,D,2,2,31.0,48428,Lawrence Shankland,4-2-3-1,4-3-1-2,D,2.0,2.0,2,19.0,8.0,42.1,0.11,0.25,0,0,D,2.0,2.0,2,8.0,3.0,37.5,0.25,0.67,0,0,D,2.0,2.0,2.0,2.0,2.0,1.0,33.3,0,0,0,0,D,2.0,2.0,2.0,2.0,2.0,8.0,6.0,75.0,0,0,0,0,2022/2023,22/23
2022-08-06,15:00,Premiership,Regular season,Sat,Aberdeen,St Mirren,W,4,1,75.0,14420,Anthony Stewart,Alan Muir,L,1,4,25.0,14420,Joe Shaughnessy,3-5-2,4-2-3-1,W,4.0,1.0,4,23.0,10.0,43.5,0.13,0.3,1,1,L,1.0,4.0,1,6.0,1.0,16.7,0.0,0.0,1,1,W,4.0,1.0,1.0,1.0,1.0,0.0,,1,1,0,0,L,1.0,4.0,4.0,4.0,4.0,9.0,6.0,66.7,1,1,0,0,2022/2023,22/23
2022-08-13,15:00,Premiership,Regular season,Sat,Aberdeen,Motherwell,L,2,3,61.0,14714,Anthony Stewart,Chris Graham,W,3,2,39.0,14714,Liam Kelly,4-4-2,4-2-3-1,L,2.0,3.0,2,14.0,3.0,21.4,0.14,0.67,0,0,W,3.0,2.0,3,19.0,6.0,31.6,0.16,0.5,0,0,L,2.0,3.0,3.0,3.0,3.0,3.0,50.0,0,0,0,0,W,3.0,2.0,2.0,2.0,2.0,3.0,1.0,33.3,0,0,0,0,2022/2023,22/23
2022-08-27,15:00,Premiership,Regular season,Sat,Aberdeen,Livingston,W,5,0,57.0,13739,Anthony Stewart,Colin Steven,L,0,5,43.0,13739,Nicky Devlin,4-3-2-1,4-2-3-1,W,5.0,0.0,5,20.0,6.0,30.0,0.15,0.5,2,2,L,0.0,5.0,0,7.0,3.0,42.9,0.0,0.0,0,0,W,5.0,0.0,0.0,0.0,0.0,3.0,100.0,0,0,0,0,L,0.0,5.0,5.0,5.0,5.0,4.0,1.0,25.0,2,2,0,0,2022/2023,22/23
2022-10-01,15:00,Premiership,Regular season,Sat,Aberdeen,Kilmarnock,W,4,1,60.0,16348,Anthony Stewart,Kevin Clancy,L,1,4,40.0,16348,Alan Power,4-2-3-1,4-4-2,W,4.0,1.0,4,16.0,7.0,43.8,0.19,0.43,1,1,L,1.0,4.0,1,7.0,3.0,42.9,0.14,0.33,0,0,W,4.0,1.0,1.0,1.0,1.0,2.0,66.7,0,0,0,0,L,1.0,4.0,4.0,4.0,4.0,6.0,3.0,50.0,1,1,0,0,2022/2023,22/23
2022-10-16,15:00,Premiership,Regular season,Sun,Aberdeen,Hearts,W,2,0,41.0,14711,Anthony Stewart,Don Robertson,L,0,2,59.0,14711,Craig Gordon,3-4-1-2,3-5-2,W,2.0,0.0,2,16.0,5.0,31.3,0.13,0.4,0,0,L,0.0,2.0,0,13.0,3.0,23.1,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,3.0,100.0,0,0,0,0,L,0.0,2.0,2.0,2.0,2.0,5.0,3.0,60.0,0,0,0,0,2022/2023,22/23
2022-11-04,19:30,Premiership,Regular season,Fri,Aberdeen,Hibernian,W,4,1,39.0,16479,Anthony Stewart,David Munro,L,1,4,61.0,16479,David Marshall,3-5-2,3-1-4-2,W,4.0,1.0,4,8.0,6.0,75.0,0.38,0.5,1,1,L,1.0,4.0,1,17.0,6.0,35.3,0.06,0.17,0,0,W,4.0,1.0,1.0,1.0,1.0,5.0,83.3,0,0,0,0,L,1.0,4.0,4.0,4.0,4.0,4.0,1.0,25.0,1,1,0,0,2022/2023,22/23
