football_data_Date,football_data_Time,football_data_HomeTeam,football_data_AwayTeam,football_data_FTHG,football_data_FTAG,football_data_FTR,football_data_HTHG,football_data_HTAG,football_data_HTR,football_data_Referee,football_data_HS,football_data_AS,football_data_HST,football_data_AST,football_data_HF,football_data_AF,football_data_HC,football_data_AC,football_data_HY,football_data_AY,football_data_HR,football_data_AR,football_data_B365H,football_data_B365D,football_data_B365A,football_data_BWH,football_data_BWD,football_data_BWA,football_data_tournament_season
2019-08-24,15:00,Hibernian,St Johnstone,2.0,2.0,D,1.0,0.0,H,D Robertson,9.0,18.0,3.0,5.0,17.0,12.0,5.0,5.0,1.0,0.0,0.0,0.0,1.7,3.5,5.25,1.65,3.6,5.25,19/20
2019-08-24,15:00,Kilmarnock,Aberdeen,0.0,0.0,D,0.0,0.0,D,A Muir,7.0,8.0,1.0,4.0,10.0,15.0,2.0,4.0,3.0,1.0,0.0,0.0,2.62,3.4,2.6,2.65,3.25,2.6,19/20
2019-08-24,15:00,Ross County,Livingston,1.0,4.0,A,1.0,3.0,A,J Beaton,6.0,14.0,2.0,6.0,8.0,8.0,6.0,5.0,1.0,1.0,0.0,0.0,2.15,3.4,3.3,2.1,3.3,3.4,19/20
2019-08-25,12:15,St Mirren,Rangers,0.0,1.0,A,0.0,0.0,D,K Clancy,7.0,15.0,2.0,7.0,9.0,12.0,3.0,6.0,1.0,2.0,0.0,0.0,13.0,6.5,1.2,13.5,6.25,1.19,19/20
2019-08-25,15:00,Celtic,Hearts,3.0,1.0,H,1.0,0.0,H,W Collum,9.0,5.0,5.0,3.0,13.0,13.0,7.0,3.0,1.0,3.0,0.0,0.0,1.22,6.5,11.0,1.22,5.75,12.5,19/20
2019-08-31,15:00,Aberdeen,Ross County,3.0,0.0,H,2.0,0.0,H,N Walsh,11.0,7.0,6.0,2.0,17.0,17.0,6.0,2.0,2.0,1.0,0.0,0.0,1.61,3.8,5.5,1.62,3.8,5.25,19/20
2019-08-31,15:00,Hearts,Hamilton,2.0,2.0,D,1.0,0.0,H,G Aitken,13.0,14.0,3.0,5.0,12.0,14.0,6.0,8.0,1.0,2.0,0.0,0.0,1.4,4.5,8.0,1.4,4.75,7.0,19/20
2019-08-31,15:00,Livingston,St Mirren,2.0,1.0,H,1.0,0.0,H,C Steven,11.0,11.0,3.0,5.0,12.0,18.0,4.0,2.0,1.0,3.0,0.0,0.0,1.83,3.5,4.33,1.87,3.5,4.0,19/20
2019-08-31,15:00,Motherwell,Hibernian,3.0,0.0,H,1.0,0.0,H,S McLean,15.0,8.0,9.0,5.0,10.0,10.0,6.0,3.0,3.0,2.0,0.0,0.0,2.3,3.4,3.0,2.4,3.5,2.7,19/20
2019-08-31,15:00,St Johnstone,Kilmarnock,0.0,1.0,A,0.0,1.0,A,D Munro,11.0,7.0,3.0,3.0,9.0,9.0,5.0,3.0,0.0,4.0,0.0,0.0,3.0,3.5,2.25,2.9,3.2,2.45,19/20
2019-09-01,12:00,Rangers,Celtic,0.0,2.0,A,0.0,1.0,A,B Madden,9.0,13.0,2.0,6.0,13.0,10.0,8.0,5.0,1.0,1.0,1.0,0.0,2.3,3.2,3.1,2.4,3.2,2.9,19/20
2019-09-14,12:00,Hamilton,Celtic,0.0,1.0,A,0.0,1.0,A,D Robertson,3.0,12.0,1.0,2.0,19.0,10.0,1.0,4.0,2.0,0.0,0.0,0.0,15.0,6.5,1.18,14.5,7.0,1.16,19/20
2019-09-14,15:00,Aberdeen,St Johnstone,1.0,1.0,D,1.0,1.0,D,S McLean,7.0,8.0,2.0,3.0,11.0,13.0,6.0,4.0,0.0,2.0,0.0,0.0,1.55,4.33,5.5,1.55,4.1,5.5,19/20
2019-09-14,15:00,Hearts,Motherwell,2.0,3.0,A,0.0,1.0,A,E Anderson,8.0,10.0,3.0,7.0,18.0,17.0,1.0,4.0,3.0,3.0,0.0,0.0,2.2,3.1,3.5,2.2,3.25,3.2,19/20
2019-09-14,15:00,Kilmarnock,Hibernian,2.0,0.0,H,0.0,0.0,D,K Clancy,12.0,7.0,4.0,3.0,13.0,17.0,3.0,2.0,0.0,1.0,0.0,0.0,2.1,3.2,3.6,2.15,3.25,3.4,19/20
2019-09-14,15:00,Rangers,Livingston,3.0,1.0,H,0.0,0.0,D,W Collum,23.0,6.0,10.0,2.0,15.0,12.0,9.0,2.0,0.0,1.0,0.0,1.0,1.2,6.0,15.0,1.2,6.25,12.5,19/20
2019-09-14,15:00,Ross County,St Mirren,2.0,1.0,H,0.0,0.0,D,C Steven,11.0,6.0,5.0,2.0,13.0,12.0,5.0,1.0,2.0,1.0,0.0,0.0,2.1,3.2,3.6,2.1,3.3,3.4,19/20
2019-09-21,15:00,Livingston,Aberdeen,0.0,2.0,A,0.0,1.0,A,N Walsh,4.0,4.0,2.0,2.0,8.0,13.0,3.0,3.0,2.0,0.0,0.0,0.0,3.2,3.0,2.37,3.2,2.95,2.4,19/20
2019-09-21,15:00,Motherwell,Ross County,1.0,2.0,A,0.0,0.0,D,A Muir,13.0,10.0,6.0,4.0,12.0,14.0,6.0,4.0,1.0,2.0,1.0,0.0,1.8,3.6,4.33,1.8,3.7,4.1,19/20
2019-09-21,15:00,St Mirren,Hamilton,0.0,0.0,D,0.0,0.0,D,D Munro,15.0,3.0,2.0,1.0,12.0,6.0,8.0,6.0,1.0,2.0,0.0,1.0,1.85,3.5,4.2,1.8,3.5,4.4,19/20
2019-09-22,12:15,St Johnstone,Rangers,0.0,4.0,A,0.0,0.0,D,A Dallas,5.0,17.0,2.0,9.0,14.0,7.0,2.0,7.0,1.0,0.0,0.0,0.0,8.5,5.0,1.33,8.5,5.0,1.33,19/20
2019-09-22,13:00,Celtic,Kilmarnock,3.0,1.0,H,1.0,1.0,D,G Aitken,21.0,6.0,11.0,3.0,9.0,8.0,5.0,4.0,1.0,1.0,0.0,0.0,1.28,5.5,10.0,1.3,5.25,9.0,19/20
2019-09-22,15:00,Hibernian,Hearts,1.0,2.0,A,0.0,0.0,D,J Beaton,14.0,7.0,4.0,3.0,14.0,7.0,7.0,7.0,1.0,1.0,0.0,0.0,2.5,3.4,2.7,2.4,3.3,2.85,19/20
2019-09-28,12:30,Hibernian,Celtic,1.0,1.0,D,1.0,1.0,D,K Clancy,3.0,20.0,2.0,7.0,13.0,14.0,1.0,4.0,3.0,5.0,0.0,0.0,9.0,5.0,1.33,8.5,4.6,1.36,19/20
2019-09-28,15:00,Hamilton,Livingston,2.0,1.0,H,1.0,1.0,D,S McLean,6.0,7.0,2.0,2.0,15.0,14.0,4.0,7.0,1.0,1.0,0.0,0.0,3.5,3.6,2.0,3.2,3.4,2.15,19/20
2019-09-28,15:00,Kilmarnock,Ross County,0.0,0.0,D,0.0,0.0,D,A Newlands,11.0,10.0,6.0,2.0,10.0,12.0,2.0,4.0,0.0,2.0,0.0,0.0,1.8,3.6,4.33,1.75,3.7,4.33,19/20
2019-09-28,15:00,Rangers,Aberdeen,5.0,0.0,H,2.0,0.0,H,B Madden,27.0,4.0,11.0,1.0,9.0,11.0,7.0,1.0,0.0,3.0,0.0,0.0,1.3,5.25,9.5,1.28,5.5,9.25,19/20
2019-09-28,15:00,St Johnstone,Motherwell,0.0,1.0,A,0.0,1.0,A,G Duncan,6.0,5.0,3.0,1.0,16.0,17.0,6.0,3.0,1.0,3.0,0.0,1.0,2.8,3.4,2.37,2.75,3.5,2.35,19/20
2019-09-28,15:00,St Mirren,Hearts,0.0,0.0,D,0.0,0.0,D,A Dallas,7.0,11.0,0.0,5.0,5.0,12.0,3.0,8.0,1.0,1.0,0.0,0.0,3.5,3.5,2.05,3.4,3.6,2.0,19/20
2019-10-05,15:00,Aberdeen,Hibernian,1.0,1.0,D,0.0,0.0,D,D Robertson,9.0,9.0,2.0,5.0,12.0,9.0,9.0,5.0,1.0,1.0,2.0,0.0,2.0,3.3,3.75,2.05,3.3,3.6,19/20
2019-10-05,15:00,Hearts,Kilmarnock,0.0,1.0,A,0.0,1.0,A,A Muir,11.0,14.0,3.0,3.0,8.0,9.0,5.0,2.0,0.0,2.0,0.0,0.0,2.37,3.3,2.9,2.4,3.25,2.9,19/20
2019-10-05,15:00,Motherwell,St Mirren,2.0,0.0,H,1.0,0.0,H,J Beaton,19.0,14.0,9.0,5.0,7.0,11.0,2.0,9.0,0.0,2.0,0.0,0.0,1.8,3.5,4.5,1.78,3.5,4.5,19/20
2019-10-05,15:00,Ross County,St Johnstone,2.0,2.0,D,1.0,1.0,D,E Anderson,7.0,17.0,3.0,10.0,14.0,11.0,6.0,12.0,2.0,3.0,0.0,0.0,2.37,3.3,2.9,2.45,3.3,2.8,19/20
2019-10-06,12:00,Livingston,Celtic,2.0,0.0,H,0.0,0.0,D,W Collum,10.0,12.0,4.0,4.0,19.0,11.0,0.0,7.0,3.0,2.0,0.0,1.0,11.0,6.5,1.22,11.0,6.25,1.22,19/20
2019-10-06,15:00,Rangers,Hamilton,5.0,0.0,H,2.0,0.0,H,N Walsh,23.0,3.0,11.0,0.0,11.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,1.12,8.5,17.0,1.12,9.0,15.5,19/20
2019-10-19,15:00,Celtic,Ross County,6.0,0.0,H,1.0,0.0,H,D Robertson,28.0,2.0,14.0,1.0,11.0,9.0,12.0,0.0,0.0,1.0,0.0,0.0,1.16,7.0,15.0,1.16,7.0,15.5,19/20
2019-10-19,15:00,Hamilton,Hibernian,1.0,1.0,D,0.0,1.0,A,J Beaton,6.0,10.0,2.0,3.0,9.0,13.0,6.0,8.0,1.0,1.0,0.0,0.0,4.33,3.5,1.83,4.0,3.4,1.9,19/20
2019-10-19,15:00,Kilmarnock,Livingston,2.0,1.0,H,1.0,0.0,H,S McLean,11.0,10.0,4.0,3.0,12.0,17.0,2.0,2.0,2.0,2.0,0.0,0.0,1.85,3.4,4.2,1.91,3.5,3.8,19/20
2019-10-19,15:00,Motherwell,Aberdeen,0.0,3.0,A,0.0,1.0,A,E Anderson,12.0,12.0,6.0,6.0,9.0,12.0,2.0,5.0,1.0,2.0,0.0,0.0,2.37,3.5,2.8,2.4,3.2,2.95,19/20
2019-10-19,15:00,St Mirren,St Johnstone,2.0,0.0,H,1.0,0.0,H,N Walsh,12.0,10.0,5.0,2.0,17.0,18.0,6.0,1.0,1.0,2.0,0.0,0.0,2.7,3.1,2.7,2.75,3.25,2.5,19/20
2019-10-20,12:15,Hearts,Rangers,1.0,1.0,D,1.0,1.0,D,K Clancy,6.0,6.0,4.0,1.0,15.0,14.0,2.0,9.0,4.0,4.0,0.0,0.0,7.5,4.75,1.4,6.75,4.6,1.42,19/20
2019-10-26,15:00,Hibernian,Ross County,2.0,2.0,D,0.0,0.0,D,S McLean,13.0,7.0,6.0,3.0,15.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0,1.72,3.6,4.75,1.75,3.6,4.6,19/20
2019-10-26,15:00,Kilmarnock,St Mirren,1.0,0.0,H,0.0,0.0,D,W Collum,5.0,9.0,3.0,3.0,11.0,13.0,3.0,4.0,0.0,0.0,0.0,0.0,1.75,3.4,5.0,1.8,3.4,4.5,19/20
2019-10-26,15:00,Livingston,Hearts,0.0,0.0,D,0.0,0.0,D,G Aitken,4.0,10.0,2.0,6.0,13.0,11.0,5.0,3.0,4.0,3.0,1.0,0.0,2.6,3.2,2.7,2.5,3.3,2.7,19/20
2019-10-26,15:00,St Johnstone,Hamilton,3.0,2.0,H,1.0,1.0,D,A Muir,20.0,4.0,5.0,2.0,15.0,16.0,10.0,3.0,0.0,1.0,0.0,0.0,1.7,3.75,4.75,1.67,3.8,4.75,19/20
2019-10-27,12:15,Aberdeen,Celtic,0.0,4.0,A,0.0,4.0,A,J Beaton,1.0,15.0,0.0,5.0,13.0,8.0,2.0,8.0,1.0,0.0,0.0,0.0,8.5,5.0,1.33,8.0,4.75,1.36,19/20
2019-10-27,15:00,Rangers,Motherwell,2.0,1.0,H,1.0,1.0,D,A Dallas,19.0,4.0,6.0,1.0,10.0,10.0,5.0,1.0,0.0,3.0,0.0,0.0,1.18,7.0,13.0,1.25,6.0,10.0,19/20
2019-10-30,19:45,Celtic,St Mirren,2.0,0.0,H,0.0,0.0,D,K Clancy,24.0,5.0,9.0,1.0,9.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.1,9.0,23.0,1.08,9.75,23.0,19/20
2019-10-30,19:45,Hamilton,Aberdeen,0.0,1.0,A,0.0,1.0,A,W Collum,6.0,12.0,2.0,4.0,17.0,23.0,3.0,11.0,1.0,1.0,0.0,0.0,5.0,3.4,1.75,5.0,3.4,1.75,19/20
2019-10-30,19:45,Hibernian,Livingston,2.0,2.0,D,0.0,2.0,A,G Duncan,17.0,12.0,8.0,4.0,10.0,13.0,10.0,5.0,1.0,1.0,0.0,0.0,1.85,3.5,4.2,1.85,3.4,4.2,19/20
2019-10-30,19:45,Motherwell,Kilmarnock,2.0,1.0,H,1.0,1.0,D,D Robertson,14.0,8.0,4.0,3.0,13.0,8.0,8.0,7.0,1.0,2.0,0.0,1.0,2.4,3.1,3.0,2.4,3.1,3.0,19/20
2019-10-30,19:45,Ross County,Rangers,0.0,4.0,A,0.0,3.0,A,B Madden,2.0,20.0,0.0,6.0,15.0,10.0,0.0,9.0,1.0,0.0,0.0,0.0,11.0,5.75,1.25,10.0,6.0,1.25,19/20
2019-10-30,19:45,St Johnstone,Hearts,1.0,0.0,H,0.0,0.0,D,D Munro,7.0,3.0,3.0,1.0,8.0,21.0,4.0,4.0,1.0,4.0,0.0,0.0,2.55,3.25,2.75,2.65,3.0,2.75,19/20
2019-11-02,15:00,Aberdeen,Kilmarnock,3.0,0.0,H,2.0,0.0,H,K Clancy,12.0,6.0,6.0,3.0,10.0,14.0,6.0,3.0,2.0,1.0,0.0,0.0,2.1,3.3,3.5,2.1,3.3,3.4,19/20
2019-11-02,15:00,Hamilton,Ross County,2.0,2.0,D,0.0,1.0,A,C Steven,9.0,9.0,3.0,5.0,16.0,17.0,8.0,6.0,2.0,3.0,1.0,0.0,2.6,3.4,2.6,2.55,3.3,2.65,19/20
2019-11-02,15:00,Motherwell,Livingston,2.0,1.0,H,0.0,0.0,D,E Anderson,10.0,9.0,5.0,5.0,12.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0,1.85,3.6,4.0,1.87,3.6,3.9,19/20
2019-11-09,15:00,Hearts,St Mirren,5.0,2.0,H,3.0,2.0,H,E Anderson,11.0,13.0,6.0,5.0,16.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,1.9,3.4,4.0,1.91,3.5,3.8,19/20
2019-11-09,15:00,Kilmarnock,Hamilton,2.0,2.0,D,1.0,2.0,A,G Duncan,16.0,5.0,6.0,3.0,11.0,8.0,12.0,4.0,1.0,2.0,0.0,1.0,1.53,4.0,6.0,1.6,4.0,5.25,19/20
2019-11-09,15:00,Ross County,Aberdeen,1.0,3.0,A,1.0,1.0,D,A Newlands,4.0,15.0,3.0,6.0,13.0,13.0,3.0,7.0,2.0,1.0,0.0,0.0,4.5,3.6,1.8,4.2,3.5,1.83,19/20
2019-11-09,15:00,St Johnstone,Hibernian,1.0,4.0,A,0.0,2.0,A,A Dallas,7.0,15.0,3.0,6.0,9.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,2.4,3.4,2.8,2.4,3.4,2.8,19/20
2019-11-10,15:00,Celtic,Motherwell,2.0,0.0,H,1.0,0.0,H,A Muir,16.0,5.0,7.0,0.0,7.0,12.0,8.0,5.0,0.0,1.0,0.0,0.0,1.2,6.5,13.0,1.19,6.5,13.0,19/20
2019-11-10,15:00,Livingston,Rangers,0.0,2.0,A,0.0,1.0,A,N Walsh,5.0,13.0,2.0,4.0,17.0,10.0,1.0,4.0,3.0,0.0,0.0,0.0,13.0,5.5,1.25,10.5,5.25,1.28,19/20
2019-11-23,15:00,Celtic,Livingston,4.0,0.0,H,1.0,0.0,H,A Dallas,24.0,2.0,12.0,1.0,1.0,9.0,9.0,1.0,1.0,2.0,0.0,0.0,1.12,8.5,17.0,1.13,7.5,20.0,19/20
2019-11-23,15:00,Hibernian,Motherwell,3.0,1.0,H,2.0,1.0,H,J Beaton,10.0,11.0,6.0,4.0,14.0,10.0,1.0,10.0,3.0,2.0,0.0,0.0,2.25,3.5,3.0,2.25,3.4,3.0,19/20
2019-11-23,15:00,Kilmarnock,Hearts,3.0,0.0,H,3.0,0.0,H,B Madden,9.0,11.0,7.0,2.0,10.0,13.0,7.0,6.0,1.0,0.0,0.0,0.0,2.45,3.1,3.0,2.3,3.2,3.1,19/20
2019-11-23,15:00,St Mirren,Ross County,2.0,1.0,H,1.0,1.0,D,E Anderson,16.0,7.0,5.0,5.0,12.0,13.0,10.0,4.0,1.0,4.0,0.0,0.0,2.05,3.25,3.75,2.1,3.3,3.4,19/20
2019-11-24,12:15,Hamilton,Rangers,1.0,3.0,A,1.0,2.0,A,S McLean,8.0,17.0,3.0,8.0,11.0,8.0,4.0,9.0,2.0,2.0,0.0,0.0,15.0,7.0,1.14,15.5,7.5,1.15,19/20
2019-11-24,15:00,St Johnstone,Aberdeen,1.0,1.0,D,0.0,1.0,A,K Clancy,4.0,13.0,2.0,7.0,13.0,15.0,3.0,6.0,3.0,2.0,2.0,0.0,3.25,3.5,2.1,3.3,3.4,2.1,19/20
2019-11-26,19:45,St Mirren,Hibernian,1.0,2.0,A,0.0,1.0,A,A Newlands,13.0,4.0,3.0,2.0,13.0,12.0,7.0,2.0,1.0,4.0,0.0,0.0,3.0,3.25,2.37,3.0,3.2,2.35,19/20
2019-11-30,15:00,Aberdeen,St Mirren,2.0,1.0,H,1.0,1.0,D,S McLean,14.0,12.0,7.0,6.0,11.0,9.0,7.0,3.0,1.0,2.0,0.0,0.0,1.53,4.0,6.0,1.53,4.0,6.0,19/20
2019-11-30,15:00,Hibernian,Kilmarnock,2.0,2.0,D,1.0,0.0,H,K Clancy,20.0,6.0,10.0,4.0,9.0,9.0,7.0,2.0,1.0,1.0,0.0,0.0,2.2,3.1,3.5,2.2,3.3,3.2,19/20
2019-11-30,15:00,Livingston,Hamilton,0.0,0.0,D,0.0,0.0,D,W Collum,8.0,3.0,3.0,0.0,14.0,14.0,6.0,2.0,0.0,1.0,0.0,0.0,1.53,3.6,7.5,1.57,3.7,6.0,19/20
2019-11-30,15:00,Motherwell,St Johnstone,4.0,0.0,H,1.0,0.0,H,E Anderson,16.0,11.0,5.0,3.0,15.0,7.0,5.0,4.0,0.0,1.0,0.0,0.0,1.95,3.5,3.8,2.0,3.25,3.8,19/20
2019-12-01,12:00,Ross County,Celtic,1.0,4.0,A,1.0,2.0,A,N Walsh,2.0,19.0,2.0,7.0,12.0,8.0,0.0,11.0,1.0,2.0,0.0,0.0,13.0,7.5,1.16,13.5,7.5,1.16,19/20
2019-12-01,15:00,Rangers,Hearts,5.0,0.0,H,2.0,0.0,H,D Robertson,13.0,2.0,6.0,1.0,8.0,13.0,4.0,3.0,2.0,3.0,0.0,0.0,1.2,6.0,15.0,1.2,6.25,13.0,19/20
2019-12-04,19:45,Aberdeen,Rangers,2.0,2.0,D,1.0,2.0,A,J Beaton,8.0,13.0,5.0,8.0,19.0,8.0,2.0,8.0,2.0,2.0,0.0,0.0,5.75,4.5,1.5,5.25,4.5,1.53,19/20
2019-12-04,19:45,Celtic,Hamilton,2.0,1.0,H,1.0,0.0,H,A Muir,22.0,9.0,5.0,5.0,10.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,1.08,11.0,21.0,1.06,11.5,23.0,19/20
2019-12-04,19:45,Hearts,Livingston,1.0,1.0,D,0.0,1.0,A,G Aitken,19.0,8.0,9.0,3.0,13.0,14.0,5.0,5.0,0.0,4.0,0.0,0.0,2.1,3.3,3.5,2.0,3.3,3.7,19/20
2019-12-04,19:45,Kilmarnock,St Johnstone,0.0,0.0,D,0.0,0.0,D,B Madden,3.0,11.0,1.0,2.0,19.0,13.0,2.0,7.0,1.0,1.0,0.0,0.0,1.83,3.6,4.2,1.91,3.4,4.0,19/20
2019-12-04,19:45,Ross County,Hibernian,2.0,1.0,H,0.0,1.0,A,D Munro,10.0,14.0,6.0,5.0,10.0,7.0,2.0,8.0,3.0,2.0,0.0,0.0,3.6,3.5,2.0,3.6,3.4,2.0,19/20
2019-12-04,19:45,St Mirren,Motherwell,0.0,3.0,A,0.0,2.0,A,A Dallas,8.0,16.0,3.0,6.0,10.0,14.0,3.0,7.0,1.0,1.0,0.0,0.0,2.75,3.5,2.4,2.8,3.3,2.45,19/20
2019-12-07,15:00,Hamilton,St Mirren,0.0,1.0,A,0.0,0.0,D,D Robertson,4.0,16.0,1.0,5.0,13.0,14.0,10.0,6.0,1.0,3.0,1.0,0.0,2.87,3.2,2.5,2.8,3.2,2.5,19/20
2019-12-07,15:00,Hibernian,Aberdeen,3.0,0.0,H,0.0,0.0,D,C Steven,14.0,9.0,5.0,5.0,10.0,19.0,5.0,3.0,0.0,2.0,0.0,0.0,2.62,3.3,2.62,2.6,3.1,2.75,19/20
2019-12-07,15:00,Livingston,Kilmarnock,3.0,0.0,H,0.0,0.0,D,J Beaton,11.0,5.0,5.0,1.0,11.0,10.0,6.0,2.0,0.0,2.0,0.0,0.0,2.4,3.1,3.0,2.4,3.0,3.1,19/20
2019-12-07,15:00,Motherwell,Hearts,1.0,0.0,H,1.0,0.0,H,A Muir,4.0,7.0,1.0,2.0,13.0,15.0,5.0,1.0,3.0,1.0,0.0,1.0,2.2,3.3,3.25,2.3,3.25,3.1,19/20
2019-12-14,15:00,Aberdeen,Hamilton,1.0,0.0,H,0.0,0.0,D,W Collum,17.0,4.0,5.0,0.0,20.0,10.0,8.0,4.0,0.0,1.0,0.0,0.0,1.36,4.75,8.0,1.42,4.6,6.75,19/20
2019-12-14,15:00,Hearts,St Johnstone,0.0,1.0,A,0.0,0.0,D,A Newlands,6.0,9.0,3.0,3.0,15.0,7.0,12.0,7.0,2.0,2.0,0.0,0.0,1.83,3.5,4.33,1.9,3.4,4.0,19/20
2019-12-14,15:00,Ross County,Kilmarnock,1.0,0.0,H,0.0,0.0,D,A Muir,13.0,10.0,4.0,2.0,13.0,16.0,7.0,4.0,3.0,1.0,0.0,0.0,2.8,3.4,2.4,2.75,3.4,2.4,19/20
2019-12-14,15:00,St Mirren,Livingston,3.0,3.0,D,1.0,2.0,A,N Walsh,9.0,10.0,5.0,5.0,10.0,14.0,5.0,7.0,1.0,3.0,0.0,0.0,2.55,3.3,2.7,2.45,3.25,2.8,19/20
2019-12-15,12:00,Motherwell,Rangers,0.0,2.0,A,0.0,1.0,A,D Robertson,7.0,15.0,1.0,7.0,12.0,15.0,2.0,9.0,3.0,2.0,0.0,1.0,7.0,4.75,1.4,6.75,4.75,1.4,19/20
2019-12-15,15:00,Celtic,Hibernian,2.0,0.0,H,1.0,0.0,H,J Beaton,21.0,4.0,5.0,0.0,7.0,8.0,5.0,2.0,1.0,2.0,0.0,0.0,1.2,7.0,11.0,1.2,6.75,11.0,19/20
2019-12-18,19:45,Hearts,Celtic,0.0,2.0,A,0.0,2.0,A,B Madden,12.0,13.0,3.0,5.0,11.0,10.0,2.0,7.0,4.0,2.0,0.0,0.0,11.0,5.75,1.25,9.5,5.0,1.3,19/20
2019-12-20,19:45,Hibernian,Rangers,0.0,3.0,A,0.0,2.0,A,N Walsh,7.0,13.0,1.0,10.0,9.0,7.0,2.0,5.0,5.0,1.0,1.0,0.0,7.5,5.0,1.36,7.75,4.4,1.4,19/20
2019-12-21,15:00,Celtic,Aberdeen,2.0,1.0,H,1.0,1.0,D,E Anderson,28.0,2.0,11.0,1.0,12.0,13.0,6.0,1.0,2.0,1.0,0.0,1.0,1.2,6.0,15.0,1.25,5.5,11.0,19/20
2019-12-21,15:00,Hamilton,Hearts,2.0,1.0,H,0.0,0.0,D,D Munro,6.0,19.0,4.0,3.0,15.0,16.0,1.0,11.0,3.0,4.0,0.0,0.0,3.6,3.3,2.05,3.75,3.3,2.0,19/20
2019-12-21,15:00,Kilmarnock,Motherwell,0.0,1.0,A,0.0,0.0,D,W Collum,14.0,9.0,6.0,5.0,15.0,17.0,3.0,5.0,1.0,3.0,0.0,0.0,2.4,3.25,2.9,2.45,3.0,3.0,19/20
2019-12-21,15:00,Livingston,Ross County,4.0,0.0,H,2.0,0.0,H,C Steven,10.0,4.0,6.0,2.0,16.0,12.0,6.0,2.0,1.0,0.0,0.0,0.0,1.53,4.33,5.5,1.5,4.25,6.0,19/20
2019-12-21,15:00,St Johnstone,St Mirren,0.0,0.0,D,0.0,0.0,D,J Beaton,7.0,10.0,2.0,3.0,9.0,12.0,6.0,4.0,3.0,2.0,0.0,0.0,2.05,3.4,3.6,2.1,3.3,3.4,19/20
2019-12-26,12:30,Hearts,Hibernian,0.0,2.0,A,0.0,2.0,A,D Robertson,16.0,7.0,5.0,4.0,17.0,10.0,10.0,2.0,3.0,2.0,0.0,0.0,2.5,3.3,2.75,2.5,3.3,2.7,19/20
2019-12-26,15:00,Aberdeen,Livingston,2.0,1.0,H,1.0,0.0,H,B Madden,11.0,5.0,3.0,2.0,12.0,10.0,6.0,4.0,1.0,0.0,0.0,0.0,1.75,3.6,4.75,1.75,3.6,4.6,19/20
2019-12-26,15:00,Hamilton,St Johnstone,0.0,1.0,A,0.0,0.0,D,G Duncan,7.0,6.0,2.0,1.0,8.0,17.0,2.0,4.0,1.0,2.0,0.0,0.0,3.0,3.3,2.3,2.8,3.25,2.45,19/20
2019-12-26,15:00,Rangers,Kilmarnock,1.0,0.0,H,0.0,0.0,D,S McLean,19.0,3.0,7.0,2.0,10.0,11.0,12.0,1.0,0.0,3.0,0.0,0.0,1.18,7.0,13.0,1.16,6.75,17.0,19/20
2019-12-26,15:00,Ross County,Motherwell,1.0,2.0,A,1.0,0.0,H,G Aitken,12.0,19.0,2.0,8.0,16.0,10.0,2.0,6.0,3.0,3.0,1.0,0.0,3.0,3.4,2.3,3.0,3.4,2.25,19/20
2019-12-26,15:00,St Mirren,Celtic,1.0,2.0,A,0.0,2.0,A,W Collum,8.0,17.0,4.0,5.0,6.0,8.0,3.0,10.0,1.0,1.0,0.0,0.0,13.0,7.5,1.16,15.0,6.5,1.18,19/20
2019-12-29,12:30,Celtic,Rangers,1.0,2.0,A,1.0,1.0,D,K Clancy,11.0,9.0,5.0,5.0,17.0,13.0,11.0,7.0,3.0,3.0,0.0,1.0,2.0,3.5,3.6,2.1,3.4,3.3,19/20
2019-12-29,14:00,Hearts,Aberdeen,1.0,1.0,D,0.0,0.0,D,A Muir,11.0,7.0,5.0,2.0,17.0,13.0,6.0,5.0,2.0,3.0,1.0,0.0,2.7,3.3,2.55,2.75,3.25,2.5,19/20
2019-12-29,15:00,Livingston,Hibernian,2.0,0.0,H,0.0,0.0,D,E Anderson,13.0,5.0,6.0,1.0,13.0,15.0,7.0,3.0,2.0,1.0,0.0,0.0,2.62,3.3,2.62,2.6,3.3,2.6,19/20
2019-12-29,15:00,Motherwell,Hamilton,1.0,2.0,A,1.0,0.0,H,J Beaton,9.0,13.0,3.0,5.0,7.0,9.0,2.0,4.0,2.0,3.0,0.0,0.0,1.5,4.5,5.75,1.48,4.5,5.75,19/20
2019-12-29,15:00,St Johnstone,Ross County,1.0,1.0,D,0.0,0.0,D,B Madden,15.0,4.0,3.0,3.0,6.0,14.0,7.0,1.0,2.0,6.0,0.0,1.0,1.75,3.6,4.75,1.83,3.5,4.2,19/20
2019-12-29,15:00,St Mirren,Kilmarnock,1.0,0.0,H,1.0,0.0,H,A Newlands,19.0,3.0,5.0,1.0,12.0,14.0,7.0,5.0,2.0,3.0,0.0,0.0,2.62,3.3,2.62,2.65,3.25,2.6,19/20
