fbref_only_general_stats_date,fbref_only_general_stats_time,fbref_only_general_stats_comp,fbref_only_general_stats_round,fbref_only_general_stats_day,fbref_only_general_stats_hometeam,fbref_only_general_stats_awayteam,fbref_only_general_stats_score_fixtures_hometeam_result,fbref_only_general_stats_score_fixtures_hometeam_gf,fbref_only_general_stats_score_fixtures_hometeam_ga,fbref_only_general_stats_score_fixtures_hometeam_poss,fbref_only_general_stats_score_fixtures_hometeam_attendance,fbref_only_general_stats_score_fixtures_hometeam_captain,fbref_only_general_stats_referee,fbref_only_general_stats_score_fixtures_awayteam_result,fbref_only_general_stats_score_fixtures_awayteam_gf,fbref_only_general_stats_score_fixtures_awayteam_ga,fbref_only_general_stats_score_fixtures_awayteam_poss,fbref_only_general_stats_score_fixtures_awayteam_attendance,fbref_only_general_stats_score_fixtures_awayteam_captain,fbref_only_general_stats_score_fixtures_awayteam_formation,fbref_only_general_stats_score_fixtures_hometeam_formation,fbref_only_general_stats_shooting_hometeam_result,fbref_only_general_stats_shooting_hometeam_gf,fbref_only_general_stats_shooting_hometeam_ga,fbref_only_general_stats_shooting_hometeam_gls,fbref_only_general_stats_shooting_hometeam_sh,fbref_only_general_stats_shooting_hometeam_sot,fbref_only_general_stats_shooting_hometeam_sot_percentage,fbref_only_general_stats_shooting_hometeam_gsh,fbref_only_general_stats_shooting_hometeam_gsot,fbref_only_general_stats_shooting_hometeam_pk,fbref_only_general_stats_shooting_hometeam_pkatt,fbref_only_general_stats_shooting_awayteam_result,fbref_only_general_stats_shooting_awayteam_gf,fbref_only_general_stats_shooting_awayteam_ga,fbref_only_general_stats_shooting_awayteam_gls,fbref_only_general_stats_shooting_awayteam_sh,fbref_only_general_stats_shooting_awayteam_sot,fbref_only_general_stats_shooting_awayteam_sot_percentage,fbref_only_general_stats_shooting_awayteam_gsh,fbref_only_general_stats_shooting_awayteam_gsot,fbref_only_general_stats_shooting_awayteam_pk,fbref_only_general_stats_shooting_awayteam_pkatt,fbref_only_general_stats_goalkeeping_hometeam_result,fbref_only_general_stats_goalkeeping_hometeam_gf,fbref_only_general_stats_goalkeeping_hometeam_ga,fbref_only_general_stats_goalkeeping_hometeam_ga.1,fbref_only_general_stats_goalkeeping_hometeam_ga.2,fbref_only_general_stats_goalkeeping_hometeam_ga.3,fbref_only_general_stats_goalkeeping_hometeam_saves,fbref_only_general_stats_goalkeeping_hometeam_save_percentage,fbref_only_general_stats_goalkeeping_hometeam_pkatt,fbref_only_general_stats_goalkeeping_hometeam_pka,fbref_only_general_stats_goalkeeping_hometeam_pksv,fbref_only_general_stats_goalkeeping_hometeam_pkm,fbref_only_general_stats_goalkeeping_awayteam_result,fbref_only_general_stats_goalkeeping_awayteam_gf,fbref_only_general_stats_goalkeeping_awayteam_ga,fbref_only_general_stats_goalkeeping_awayteam_ga.1,fbref_only_general_stats_goalkeeping_awayteam_ga.2,fbref_only_general_stats_goalkeeping_awayteam_ga.3,fbref_only_general_stats_goalkeeping_awayteam_sota,fbref_only_general_stats_goalkeeping_awayteam_saves,fbref_only_general_stats_goalkeeping_awayteam_save_percentage,fbref_only_general_stats_goalkeeping_awayteam_pkatt,fbref_only_general_stats_goalkeeping_awayteam_pka,fbref_only_general_stats_goalkeeping_awayteam_pksv,fbref_only_general_stats_goalkeeping_awayteam_pkm,fbref_only_general_stats_full_season_format,fbref_only_general_stats_shortened_season
2021-04-21,18:00,Premiership,Championship round,Wed,Hibernian,Livingston,W,2.0,1.0,50.0,,Paul Hanlon,Craig Napier,L,1.0,2.0,50.0,,Nicky Devlin,5-4-1,4-4-2,W,2.0,1.0,2,11.0,6.0,54.5,0.09,0.17,1,1,L,1.0,2.0,1,9.0,2.0,22.2,0.0,0.0,1,1,W,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,L,1.0,2.0,2.0,2.0,2.0,5.0,4.0,80.0,1.0,1.0,0.0,0.0,2020/2021,20/21
2021-05-01,15:00,Premiership,Championship round,Sat,Hibernian,St Johnstone,L,0.0,1.0,59.0,,Paul Hanlon,Greg Aitken,W,1.0,0.0,41.0,,Jason Kerr,3-4-3,4-4-2,L,0.0,1.0,0,8.0,2.0,25.0,0.0,0.0,0,0,W,1.0,0.0,1,6.0,2.0,33.3,0.17,0.5,0,0,L,0.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,W,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-05-15,12:30,Premiership,Championship round,Sat,Hibernian,Celtic,D,0.0,0.0,27.0,,David Gray,William Collum,D,0.0,0.0,73.0,,Scott Brown,4-2-3-1,4-2-3-1,D,0.0,0.0,0,6.0,0.0,0.0,0.0,,0,0,D,0.0,0.0,0,17.0,9.0,52.9,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,8.0,100.0,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-08-01,12:30,Premiership,Regular season,Sat,Aberdeen,Rangers,L,0.0,1.0,40.0,,Joe Lewis,Bobby Madden,W,1.0,0.0,60.0,,James Tavernier,4-3-3,4-4-1-1,L,0.0,1.0,0,4.0,0.0,0.0,0.0,,0,0,W,1.0,0.0,1,14.0,4.0,28.6,0.07,0.25,0,0,L,0.0,1.0,1.0,1.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-08-23,15:00,Premiership,Regular season,Sun,Aberdeen,Livingston,W,2.0,1.0,44.0,,Joe Lewis,Steven McLean,L,1.0,2.0,56.0,,Marvin Bartley,4-4-1-1,3-5-2,W,2.0,1.0,2,7.0,5.0,71.4,0.14,0.2,1,1,L,1.0,2.0,1,10.0,2.0,20.0,0.1,0.5,0,0,W,2.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,L,1.0,2.0,2.0,2.0,2.0,4.0,3.0,75.0,1.0,1.0,0.0,0.0,2020/2021,20/21
2020-09-12,15:00,Premiership,Regular season,Sat,Aberdeen,Kilmarnock,W,1.0,0.0,50.0,300.0,Joe Lewis,Bobby Madden,L,0.0,1.0,50.0,300.0,Gary Dicker,4-4-2,3-4-3,W,1.0,0.0,1,13.0,3.0,23.1,0.08,0.33,0,0,L,0.0,1.0,0,6.0,1.0,16.7,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,L,0.0,1.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-09-20,15:00,Premiership,Regular season,Sun,Aberdeen,Motherwell,L,0.0,3.0,66.0,,Joe Lewis,John Beaton,W,3.0,0.0,34.0,,Declan Gallagher,4-4-2,3-4-1-2,L,0.0,3.0,0,9.0,0.0,0.0,0.0,,0,0,W,3.0,0.0,3,9.0,3.0,33.3,0.22,0.67,1,1,L,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,W,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-10-02,19:45,Premiership,Regular season,Fri,Aberdeen,St Mirren,W,2.0,1.0,62.0,,Joe Lewis,Gavin Duncan,L,1.0,2.0,38.0,,Joe Shaughnessy,3-5-2,3-4-1-2,W,2.0,1.0,2,15.0,6.0,40.0,0.13,0.33,0,0,L,1.0,2.0,1,10.0,1.0,10.0,0.1,1.0,0,0,W,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1.0,2.0,2.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-10-20,19:00,Premiership,Regular season,Tue,Aberdeen,Hamilton,W,4.0,2.0,54.0,,Joe Lewis,Nick Walsh,L,2.0,4.0,47.0,,Scott McMann,4-4-2,3-4-1-2,W,4.0,2.0,4,18.0,6.0,33.3,0.22,0.67,0,0,L,2.0,4.0,2,10.0,6.0,60.0,0.1,0.17,1,1,W,4.0,2.0,2.0,2.0,2.0,3.0,75.0,1.0,1.0,0.0,0.0,L,2.0,4.0,4.0,4.0,4.0,6.0,2.0,33.3,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-10-25,12:00,Premiership,Regular season,Sun,Aberdeen,Celtic,D,3.0,3.0,38.0,,Joe Lewis,William Collum,D,3.0,3.0,62.0,,Callum McGregor,4-2-3-1,3-1-4-2,D,3.0,3.0,3,13.0,5.0,38.5,0.08,0.2,2,2,D,3.0,3.0,3,14.0,7.0,50.0,0.14,0.29,1,1,D,3.0,3.0,3.0,3.0,3.0,4.0,66.7,1.0,1.0,0.0,0.0,D,3.0,3.0,3.0,3.0,3.0,3.0,2.0,66.7,2.0,2.0,0.0,0.0,2020/2021,20/21
2020-11-06,19:45,Premiership,Regular season,Fri,Aberdeen,Hibernian,W,2.0,0.0,39.0,,Joe Lewis,Euan Anderson,L,0.0,2.0,61.0,,Paul Hanlon,4-4-2,3-4-3,W,2.0,0.0,2,7.0,2.0,28.6,0.29,1.0,0,0,L,0.0,2.0,0,7.0,2.0,28.6,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,L,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-12-12,15:00,Premiership,Regular season,Sat,Aberdeen,Ross County,W,2.0,0.0,47.0,,Joe Lewis,Nick Walsh,L,0.0,2.0,53.0,,Iain Vigurs,4-4-1-1,3-5-1-1,W,2.0,0.0,2,5.0,3.0,60.0,0.4,0.67,0,0,L,0.0,2.0,0,5.0,1.0,20.0,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,L,0.0,2.0,2.0,2.0,2.0,3.0,1.0,33.3,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-12-26,15:00,Premiership,Regular season,Sat,Aberdeen,St Johnstone,W,2.0,1.0,55.0,,Joe Lewis,Alan Muir,L,1.0,2.0,45.0,,Liam Craig,3-5-2,3-4-1-2,W,2.0,1.0,2,9.0,3.0,33.3,0.11,0.33,1,1,L,1.0,2.0,1,12.0,4.0,33.3,0.08,0.25,0,0,W,2.0,1.0,1.0,1.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,L,1.0,2.0,2.0,2.0,2.0,2.0,1.0,50.0,1.0,1.0,0.0,0.0,2020/2021,20/21
2021-01-02,15:00,Premiership,Regular season,Sat,Aberdeen,Dundee United,D,0.0,0.0,57.0,,Joe Lewis,Kevin Clancy,D,0.0,0.0,43.0,,Mark Reynolds,3-5-2,3-4-3,D,0.0,0.0,0,18.0,4.0,22.2,0.0,0.0,0,0,D,0.0,0.0,0,9.0,1.0,11.1,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-01-10,15:00,Premiership,Regular season,Sun,Aberdeen,Rangers,L,1.0,2.0,21.0,,Joe Lewis,John Beaton,W,2.0,1.0,79.0,,James Tavernier,4-3-3,3-4-1-2,L,1.0,2.0,1,4.0,2.0,50.0,0.25,0.5,0,0,W,2.0,1.0,2,17.0,7.0,41.2,0.12,0.29,0,1,L,1.0,2.0,2.0,2.0,2.0,4.0,66.7,1.0,0.0,0.0,1.0,W,2.0,1.0,1.0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-01-23,15:00,Premiership,Regular season,Sat,Aberdeen,Motherwell,W,2.0,0.0,61.0,,Joe Lewis,Craig Napier,L,0.0,2.0,39.0,,Declan Gallagher,4-3-3,3-4-3,W,2.0,0.0,2,26.0,8.0,30.8,0.08,0.25,0,0,L,0.0,2.0,0,7.0,3.0,42.9,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,L,0.0,2.0,2.0,2.0,2.0,8.0,6.0,75.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-02-02,18:00,Premiership,Regular season,Tue,Aberdeen,Livingston,L,0.0,2.0,67.0,,Joe Lewis,Nick Walsh,W,2.0,0.0,33.0,,Nicky Devlin,3-4-3,3-4-3,L,0.0,2.0,0,9.0,3.0,33.3,0.0,0.0,0,0,W,2.0,0.0,1,7.0,2.0,28.6,0.14,0.5,0,0,L,0.0,2.0,2.0,2.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,W,2.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-02-13,15:00,Premiership,Regular season,Sat,Aberdeen,St Mirren,D,0.0,0.0,54.0,,Joe Lewis,Euan Anderson,D,0.0,0.0,46.0,,Joe Shaughnessy,4-4-2,3-4-1-2,D,0.0,0.0,0,9.0,3.0,33.3,0.0,0.0,0,0,D,0.0,0.0,0,7.0,2.0,28.6,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-02-20,15:00,Premiership,Regular season,Sat,Aberdeen,Kilmarnock,W,1.0,0.0,44.0,,Joe Lewis,Don Robertson,L,0.0,1.0,56.0,,Gary Dicker,4-5-1,3-5-2,W,1.0,0.0,1,10.0,4.0,40.0,0.1,0.25,0,0,L,0.0,1.0,0,8.0,4.0,50.0,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,L,0.0,1.0,1.0,1.0,1.0,4.0,3.0,75.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-03-06,15:00,Premiership,Regular season,Sat,Aberdeen,Hamilton,D,0.0,0.0,59.0,,Joe Lewis,Bobby Madden,D,0.0,0.0,41.0,,Brian Easton,3-5-2,3-4-1-2,D,0.0,0.0,0,14.0,4.0,28.6,0.0,0.0,0,0,D,0.0,0.0,0,10.0,2.0,20.0,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-04-21,19:45,Premiership,Championship round,Wed,Aberdeen,Celtic,D,1.0,1.0,29.0,,Andrew Considine,William Collum,D,1.0,1.0,71.0,,Scott Brown,4-2-3-1,4-4-1-1,D,1.0,1.0,1,9.0,4.0,44.4,0.11,0.25,0,0,D,1.0,1.0,1,23.0,6.0,26.1,0.04,0.17,0,0,D,1.0,1.0,1.0,1.0,1.0,4.0,80.0,0.0,0.0,0.0,0.0,D,1.0,1.0,1.0,1.0,1.0,4.0,3.0,75.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-05-12,19:45,Premiership,Championship round,Wed,Aberdeen,Hibernian,L,0.0,1.0,69.0,,Andrew Considine,John Beaton,W,1.0,0.0,31.0,,Paul Hanlon,4-4-2,4-2-3-1,L,0.0,1.0,0,14.0,4.0,28.6,0.0,0.0,0,0,W,1.0,0.0,1,8.0,4.0,50.0,0.13,0.25,0,0,L,0.0,1.0,1.0,1.0,1.0,3.0,75.0,0.0,0.0,0.0,0.0,W,1.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-08-08,15:00,Premiership,Regular season,Sat,Livingston,Hibernian,L,1.0,4.0,52.0,,Marvin Bartley,Euan Anderson,W,4.0,1.0,48.0,,Paul Hanlon,4-4-2,3-4-3,L,1.0,4.0,1,11.0,2.0,18.2,0.0,0.0,1,1,W,4.0,1.0,4,18.0,8.0,44.4,0.17,0.38,1,1,L,1.0,4.0,4.0,4.0,4.0,4.0,57.1,1.0,1.0,0.0,0.0,W,4.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,2020/2021,20/21
2020-08-16,16:30,Premiership,Regular season,Sun,Livingston,Rangers,D,0.0,0.0,22.0,,Marvin Bartley,Nick Walsh,D,0.0,0.0,78.0,,James Tavernier,4-3-3,4-5-1,D,0.0,0.0,0,2.0,1.0,50.0,0.0,0.0,0,0,D,0.0,0.0,0,23.0,3.0,13.0,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-08-29,15:00,Premiership,Regular season,Sat,Livingston,Ross County,W,1.0,0.0,63.0,,Marvin Bartley,John Beaton,L,0.0,1.0,37.0,,Iain Vigurs,3-5-2,4-2-3-1,W,1.0,0.0,1,9.0,3.0,33.3,0.11,0.33,0,0,L,0.0,1.0,0,4.0,1.0,25.0,0.0,0.0,0,0,W,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,L,0.0,1.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-09-12,15:00,Premiership,Regular season,Sat,Livingston,Hamilton,L,1.0,2.0,53.0,,Marvin Bartley,Don Robertson,W,2.0,1.0,47.0,,Shaun Want,4-3-1-2,4-1-4-1,L,1.0,2.0,1,18.0,3.0,16.7,0.06,0.33,0,0,W,2.0,1.0,2,12.0,4.0,33.3,0.17,0.5,0,0,L,1.0,2.0,2.0,2.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,W,2.0,1.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-09-26,15:00,Premiership,Regular season,Sat,Livingston,St Johnstone,W,2.0,0.0,51.0,,Marvin Bartley,Craig Napier,L,0.0,2.0,49.0,,Jason Kerr,4-1-4-1,4-2-3-1,W,2.0,0.0,2,8.0,2.0,25.0,0.25,1.0,0,0,L,0.0,2.0,0,14.0,2.0,14.3,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,L,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-10-17,15:00,Premiership,Regular season,Sat,Livingston,Kilmarnock,L,1.0,3.0,62.0,,Marvin Bartley,Greg Aitken,W,3.0,1.0,38.0,,Gary Dicker,4-3-3,4-2-3-1,L,1.0,3.0,1,14.0,2.0,14.3,0.07,0.5,0,0,W,3.0,1.0,3,11.0,5.0,45.5,0.18,0.4,1,1,L,1.0,3.0,3.0,3.0,3.0,2.0,50.0,1.0,1.0,0.0,0.0,W,3.0,1.0,1.0,1.0,1.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-10-31,15:00,Premiership,Regular season,Sat,Livingston,Motherwell,L,0.0,2.0,56.0,,Marvin Bartley,John Beaton,W,2.0,0.0,44.0,,Declan Gallagher,4-3-3,4-3-3,L,0.0,2.0,0,13.0,3.0,23.1,0.0,0.0,0,0,W,2.0,0.0,2,8.0,4.0,50.0,0.25,0.5,0,0,L,0.0,2.0,2.0,2.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,W,2.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-11-21,15:00,Premiership,Regular season,Sat,Livingston,St Mirren,L,0.0,1.0,56.0,,Marvin Bartley,William Collum,W,1.0,0.0,44.0,,Sam Foley,4-5-1,4-2-3-1,L,0.0,1.0,0,5.0,2.0,40.0,0.0,0.0,0,0,W,1.0,0.0,1,7.0,3.0,42.9,0.14,0.33,0,0,L,0.0,1.0,1.0,1.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,W,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-12-05,15:00,Premiership,Regular season,Sat,Livingston,Dundee United,W,2.0,0.0,51.0,,Marvin Bartley,Don Robertson,L,0.0,2.0,50.0,,Mark Reynolds,3-5-2,4-2-3-1,W,2.0,0.0,2,11.0,5.0,45.5,0.18,0.4,0,0,L,0.0,2.0,0,7.0,2.0,28.6,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,L,0.0,2.0,2.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-01-10,15:00,Premiership,Regular season,Sun,Livingston,Ross County,W,3.0,1.0,52.0,,Marvin Bartley,Alan Muir,L,1.0,3.0,48.0,,Keith Watson,4-1-4-1,4-2-3-1,W,3.0,1.0,3,12.0,4.0,33.3,0.25,0.75,0,0,L,1.0,3.0,1,6.0,2.0,33.3,0.17,0.5,0,0,W,3.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,L,1.0,3.0,3.0,3.0,3.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-01-20,20:15,Premiership,Regular season,Wed,Livingston,Celtic,D,2.0,2.0,31.0,,Jon Guthrie,William Collum,D,2.0,2.0,69.0,,Callum McGregor,4-3-1-2,3-4-3,D,2.0,2.0,2,6.0,2.0,33.3,0.33,1.0,0,0,D,2.0,2.0,2,18.0,7.0,38.9,0.11,0.29,0,0,D,2.0,2.0,2.0,2.0,2.0,4.0,66.7,0.0,0.0,0.0,0.0,D,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-01-27,19:45,Premiership,Regular season,Wed,Livingston,Kilmarnock,W,2.0,0.0,62.0,,Marvin Bartley,Steven Kirkland,L,0.0,2.0,38.0,,Alan Power,4-4-1-1,4-2-3-1,W,2.0,0.0,2,12.0,3.0,25.0,0.17,0.67,0,0,L,0.0,2.0,0,5.0,2.0,40.0,0.0,0.0,0,0,W,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,L,0.0,2.0,2.0,2.0,2.0,3.0,1.0,33.3,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-01-30,15:00,Premiership,Regular season,Sat,Livingston,Aberdeen,D,0.0,0.0,48.0,,Marvin Bartley,Steven McLean,D,0.0,0.0,52.0,,Joe Lewis,3-4-3,3-4-3,D,0.0,0.0,0,6.0,2.0,33.3,0.0,0.0,0,0,D,0.0,0.0,0,9.0,2.0,22.2,0.0,0.0,0,0,D,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-02-06,15:00,Premiership,Regular season,Sat,Livingston,St Johnstone,L,1.0,2.0,59.0,,Marvin Bartley,Euan Anderson,W,2.0,1.0,41.0,,Jason Kerr,3-4-3,4-2-3-1,L,1.0,2.0,1,7.0,3.0,42.9,0.14,0.33,0,0,W,2.0,1.0,2,15.0,6.0,40.0,0.13,0.33,0,1,L,1.0,2.0,2.0,2.0,2.0,3.0,50.0,1.0,0.0,1.0,0.0,W,2.0,1.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-03-03,18:00,Premiership,Regular season,Wed,Livingston,Rangers,L,0.0,1.0,34.0,,Marvin Bartley,John Beaton,W,1.0,0.0,66.0,,Connor Goldson,4-3-3,4-2-3-1,L,0.0,1.0,0,7.0,0.0,0.0,0.0,,0,0,W,1.0,0.0,1,11.0,4.0,36.4,0.09,0.25,0,0,L,0.0,1.0,1.0,1.0,1.0,3.0,75.0,0.0,0.0,0.0,0.0,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-03-13,15:00,Premiership,Regular season,Sat,Livingston,Hamilton,W,2.0,1.0,49.0,,Marvin Bartley,Kevin Clancy,L,1.0,2.0,51.0,,Brian Easton,3-5-2,4-2-3-1,W,2.0,1.0,2,9.0,3.0,33.3,0.22,0.67,0,0,L,1.0,2.0,1,4.0,1.0,25.0,0.25,1.0,0,0,W,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,L,1.0,2.0,2.0,2.0,2.0,3.0,1.0,33.3,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-03-20,15:00,Premiership,Regular season,Sat,Livingston,Hibernian,D,1.0,1.0,49.0,,Marvin Bartley,Nick Walsh,D,1.0,1.0,51.0,,Paul Hanlon,3-1-4-2,4-2-3-1,D,1.0,1.0,1,12.0,5.0,41.7,0.08,0.2,0,0,D,1.0,1.0,1,12.0,2.0,16.7,0.08,0.5,0,0,D,1.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,D,1.0,1.0,1.0,1.0,1.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-05-01,15:00,Premiership,Championship round,Sat,Livingston,Aberdeen,L,1.0,2.0,55.0,,Marvin Bartley,Grant Irvine,W,2.0,1.0,45.0,,Andrew Considine,4-2-3-1,4-2-3-1,L,1.0,2.0,1,13.0,5.0,38.5,0.08,0.2,0,0,W,2.0,1.0,2,12.0,8.0,66.7,0.17,0.25,0,0,L,1.0,2.0,2.0,2.0,2.0,6.0,75.0,0.0,0.0,0.0,0.0,W,2.0,1.0,1.0,1.0,1.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2021-05-12,18:00,Premiership,Championship round,Wed,Livingston,Rangers,L,0.0,3.0,30.0,,Nicky Devlin,Don Robertson,W,3.0,0.0,71.0,,James Tavernier,4-3-3,4-2-3-1,L,0.0,3.0,0,9.0,2.0,22.2,0.0,0.0,0,0,W,3.0,0.0,3,11.0,5.0,45.5,0.18,0.4,1,1,L,0.0,3.0,3.0,3.0,3.0,2.0,50.0,1.0,1.0,0.0,0.0,W,3.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-08-20,19:30,Premiership,Regular season,Thu,St Johnstone,Aberdeen,L,0.0,1.0,46.0,,Jason Kerr,William Collum,W,1.0,0.0,55.0,,Joe Lewis,3-5-1-1,3-4-3,L,0.0,1.0,0,11.0,1.0,9.1,0.0,0.0,0,0,W,1.0,0.0,1,6.0,3.0,50.0,0.17,0.33,0,0,L,0.0,1.0,1.0,1.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,W,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
2020-08-23,16:30,Premiership,Regular season,Sun,St Johnstone,Hibernian,L,0.0,1.0,46.0,,Jason Kerr,John Beaton,W,1.0,0.0,54.0,,Paul Hanlon,4-4-2,4-4-2◆,L,0.0,1.0,0,10.0,1.0,10.0,0.0,0.0,0,0,W,1.0,0.0,1,10.0,3.0,30.0,0.0,0.0,1,1,L,0.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,0.0,0.0,W,1.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2020/2021,20/21
